record_id,keyword,category,form_type,complexity,num_fields,created_date,form_title,estimated_time
67700001,investment planning,economics,application,Complex,15,2025-01-27,Investment Planning Application,3
67700002,brand management,marketing,survey,Simple,9,2025-02-23,Brand Management Survey,11
67700003,cloud computing,it,assessment,Complex,7,2025-01-08,Cloud Computing Assessment,9
67700004,portfolio management,economics,registration,Complex,7,2024-12-15,Portfolio Management Registration,9
67700005,content marketing,marketing,application,Complex,14,2025-06-19,Content Marketing Application,8
67700006,data science,it,assessment,Moderate,8,2025-01-14,Data Science Assessment,11
67700007,cybersecurity,it,survey,Simple,5,2025-02-04,Cybersecurity Survey,4
67700008,investment planning,economics,application,Complex,12,2025-07-05,Investment Planning Application,6
67700009,market analysis,economics,survey,Simple,7,2025-01-23,Market Analysis Survey,6
67700010,cybersecurity,it,application,Moderate,15,2025-06-07,Cybersecurity Application,7
67700011,content marketing,marketing,assessment,Moderate,12,2025-01-04,Content Marketing Assessment,10
67700012,market analysis,economics,survey,Moderate,10,2024-10-29,Market Analysis Survey,5
67700013,financial modeling,economics,application,Moderate,11,2025-05-18,Financial Modeling Application,8
67700014,brand management,marketing,assessment,Moderate,14,2024-11-11,Brand Management Assessment,5
67700015,investment planning,economics,application,Complex,7,2025-01-17,Investment Planning Application,11
67700016,portfolio management,economics,survey,Moderate,11,2025-07-29,Portfolio Management Survey,11
67700017,cloud computing,it,survey,Moderate,9,2025-03-21,Cloud Computing Survey,7
67700018,investment planning,economics,registration,Complex,9,2025-01-04,Investment Planning Registration,8
67700019,portfolio management,economics,survey,Simple,9,2025-03-27,Portfolio Management Survey,12
67700020,digital marketing,marketing,registration,Simple,9,2025-10-10,Digital Marketing Registration,5
67700021,social media,marketing,registration,Complex,10,2025-01-12,Social Media Registration,6
67700022,cybersecurity,it,registration,Complex,9,2025-01-06,Cybersecurity Registration,12
67700023,social media,marketing,survey,Simple,5,2025-06-10,Social Media Survey,6
67700024,brand management,marketing,registration,Moderate,14,2025-06-16,Brand Management Registration,6
67700025,data science,it,application,Complex,9,2025-01-19,Data Science Application,11
67700026,brand management,marketing,survey,Moderate,15,2025-02-23,Brand Management Survey,3
67700027,investment planning,economics,survey,Moderate,11,2025-07-06,Investment Planning Survey,12
67700028,cybersecurity,it,assessment,Moderate,6,2024-10-25,Cybersecurity Assessment,7
67700029,digital marketing,marketing,application,Simple,13,2025-01-19,Digital Marketing Application,12
67700030,financial modeling,economics,registration,Simple,6,2025-10-19,Financial Modeling Registration,12
67700031,financial modeling,economics,registration,Simple,10,2025-03-30,Financial Modeling Registration,4
67700032,data science,it,registration,Moderate,9,2025-01-11,Data Science Registration,6
67700033,investment planning,economics,registration,Simple,15,2025-10-14,Investment Planning Registration,11
67700034,digital marketing,marketing,application,Complex,15,2024-11-18,Digital Marketing Application,3
67700035,financial modeling,economics,assessment,Complex,11,2025-05-16,Financial Modeling Assessment,3
67700036,data science,it,registration,Simple,14,2025-03-10,Data Science Registration,10
67700037,financial modeling,economics,registration,Complex,15,2025-04-12,Financial Modeling Registration,6
67700038,financial modeling,economics,survey,Moderate,11,2025-05-21,Financial Modeling Survey,11
67700039,cloud computing,it,assessment,Complex,12,2024-11-14,Cloud Computing Assessment,10
67700040,cybersecurity,it,registration,Moderate,5,2025-08-22,Cybersecurity Registration,10
67700041,market analysis,economics,registration,Moderate,7,2024-12-31,Market Analysis Registration,12
67700042,portfolio management,economics,assessment,Moderate,9,2025-01-25,Portfolio Management Assessment,10
67700043,data science,it,survey,Complex,13,2025-01-30,Data Science Survey,7
67700044,investment planning,economics,application,Simple,12,2025-05-22,Investment Planning Application,7
67700045,social media,marketing,registration,Complex,15,2025-03-16,Social Media Registration,5
67700046,content marketing,marketing,assessment,Simple,10,2025-07-31,Content Marketing Assessment,12
67700047,brand management,marketing,survey,Complex,8,2025-07-04,Brand Management Survey,10
67700048,brand management,marketing,registration,Moderate,13,2025-08-13,Brand Management Registration,4
67700049,investment planning,economics,assessment,Simple,7,2025-03-21,Investment Planning Assessment,12
67700050,cybersecurity,it,survey,Complex,15,2024-12-27,Cybersecurity Survey,10
67700051,financial modeling,economics,assessment,Moderate,13,2025-04-03,Financial Modeling Assessment,8
67700052,investment planning,economics,assessment,Moderate,7,2025-02-06,Investment Planning Assessment,4
67700053,financial modeling,economics,application,Simple,11,2024-12-25,Financial Modeling Application,4
67700054,market analysis,economics,application,Simple,10,2025-04-13,Market Analysis Application,10
67700055,social media,marketing,survey,Simple,6,2025-02-04,Social Media Survey,6
67700056,investment planning,economics,registration,Moderate,14,2025-04-21,Investment Planning Registration,11
67700057,financial modeling,economics,registration,Moderate,13,2024-11-27,Financial Modeling Registration,10
67700058,cloud computing,it,survey,Complex,5,2025-04-19,Cloud Computing Survey,4
67700059,cloud computing,it,registration,Complex,10,2025-09-21,Cloud Computing Registration,4
67700060,data science,it,application,Complex,14,2025-02-22,Data Science Application,3
67700061,machine learning,it,survey,Moderate,9,2025-04-25,Machine Learning Survey,5
67700062,investment planning,economics,survey,Moderate,5,2025-04-05,Investment Planning Survey,6
67700063,financial modeling,economics,survey,Simple,7,2025-08-07,Financial Modeling Survey,4
67700064,brand management,marketing,assessment,Complex,8,2025-01-14,Brand Management Assessment,9
67700065,social media,marketing,application,Complex,6,2024-11-11,Social Media Application,4
67700066,cloud computing,it,assessment,Moderate,14,2025-03-27,Cloud Computing Assessment,4
67700067,data science,it,assessment,Simple,13,2025-03-14,Data Science Assessment,12
67700068,digital marketing,marketing,application,Simple,11,2025-05-15,Digital Marketing Application,9
67700069,content marketing,marketing,registration,Complex,6,2025-02-14,Content Marketing Registration,7
67700070,cybersecurity,it,survey,Moderate,12,2025-06-23,Cybersecurity Survey,4
67700071,investment planning,economics,registration,Complex,5,2025-03-01,Investment Planning Registration,6
67700072,data science,it,assessment,Complex,6,2025-07-24,Data Science Assessment,9
67700073,cloud computing,it,registration,Simple,13,2025-04-08,Cloud Computing Registration,6
67700074,digital marketing,marketing,registration,Complex,12,2025-07-22,Digital Marketing Registration,9
67700075,web development,it,registration,Moderate,14,2025-10-21,Web Development Registration,10
67700076,investment planning,economics,survey,Simple,7,2024-12-23,Investment Planning Survey,3
67700077,web development,it,registration,Moderate,15,2025-02-25,Web Development Registration,9
67700078,digital marketing,marketing,assessment,Moderate,5,2025-07-03,Digital Marketing Assessment,4
67700079,machine learning,it,survey,Complex,6,2025-01-18,Machine Learning Survey,7
