record_id,keyword,category,form_type,complexity,num_fields,created_date,form_title,estimated_time
65800001,brand management,marketing,application,Simple,12,2025-05-25,Brand Management Application,11
65800002,cybersecurity,it,assessment,Moderate,10,2025-06-27,Cybersecurity Assessment,7
65800003,digital marketing,marketing,application,Simple,11,2025-03-04,Digital Marketing Application,6
65800004,social media,marketing,survey,Simple,14,2025-03-02,Social Media Survey,4
65800005,cybersecurity,it,registration,Simple,15,2025-06-03,Cybersecurity Registration,10
65800006,content marketing,marketing,application,Simple,11,2025-10-21,Content Marketing Application,3
65800007,machine learning,it,registration,Simple,14,2025-07-05,Machine Learning Registration,7
65800008,financial modeling,economics,application,Complex,14,2025-06-16,Financial Modeling Application,3
65800009,social media,marketing,survey,Moderate,5,2025-03-21,Social Media Survey,10
65800010,market analysis,economics,registration,Simple,11,2025-01-03,Market Analysis Registration,12
65800011,portfolio management,economics,survey,Complex,10,2025-09-07,Portfolio Management Survey,6
65800012,portfolio management,economics,application,Simple,8,2025-06-28,Portfolio Management Application,7
65800013,machine learning,it,registration,Moderate,13,2025-02-18,Machine Learning Registration,8
65800014,web development,it,survey,Complex,9,2025-03-17,Web Development Survey,11
65800015,web development,it,survey,Moderate,6,2025-06-21,Web Development Survey,4
65800016,machine learning,it,survey,Simple,6,2025-05-22,Machine Learning Survey,4
65800017,social media,marketing,survey,Simple,13,2025-09-27,Social Media Survey,6
65800018,web development,it,registration,Moderate,8,2025-10-21,Web Development Registration,7
65800019,market analysis,economics,assessment,Complex,13,2025-03-08,Market Analysis Assessment,6
65800020,social media,marketing,survey,Simple,8,2025-01-06,Social Media Survey,8
65800021,machine learning,it,assessment,Moderate,9,2025-10-04,Machine Learning Assessment,3
65800022,cybersecurity,it,application,Moderate,11,2025-05-11,Cybersecurity Application,8
65800023,market analysis,economics,survey,Simple,14,2025-03-08,Market Analysis Survey,5
65800024,market analysis,economics,survey,Moderate,5,2025-02-20,Market Analysis Survey,4
65800025,cybersecurity,it,assessment,Moderate,11,2025-05-14,Cybersecurity Assessment,6
65800026,market analysis,economics,registration,Complex,5,2024-11-21,Market Analysis Registration,9
65800027,financial modeling,economics,registration,Moderate,11,2025-09-27,Financial Modeling Registration,10
65800028,investment planning,economics,assessment,Simple,8,2025-09-11,Investment Planning Assessment,10
65800029,financial modeling,economics,survey,Complex,10,2025-09-02,Financial Modeling Survey,8
65800030,cloud computing,it,registration,Simple,5,2025-05-07,Cloud Computing Registration,5
65800031,portfolio management,economics,survey,Moderate,7,2025-09-28,Portfolio Management Survey,8
65800032,content marketing,marketing,application,Complex,8,2025-04-08,Content Marketing Application,10
65800033,market analysis,economics,survey,Simple,8,2024-10-28,Market Analysis Survey,10
65800034,portfolio management,economics,survey,Moderate,9,2025-01-02,Portfolio Management Survey,8
65800035,content marketing,marketing,application,Moderate,9,2025-05-29,Content Marketing Application,8
65800036,cloud computing,it,registration,Simple,14,2025-04-18,Cloud Computing Registration,8
65800037,content marketing,marketing,assessment,Complex,6,2025-02-05,Content Marketing Assessment,5
65800038,social media,marketing,registration,Moderate,7,2025-03-23,Social Media Registration,10
65800039,market analysis,economics,application,Simple,14,2025-07-24,Market Analysis Application,12
65800040,digital marketing,marketing,application,Simple,7,2025-07-03,Digital Marketing Application,6
65800041,content marketing,marketing,registration,Simple,12,2025-07-18,Content Marketing Registration,4
65800042,cloud computing,it,assessment,Simple,7,2024-12-19,Cloud Computing Assessment,5
65800043,portfolio management,economics,application,Simple,15,2025-03-16,Portfolio Management Application,8
