record_id,keyword,category,form_type,complexity,num_fields,created_date,form_title,estimated_time
71800001,portfolio management,economics,application,Moderate,8,2025-08-17,Portfolio Management Application,8
71800002,brand management,marketing,assessment,Moderate,15,2025-08-05,Brand Management Assessment,11
71800003,content marketing,marketing,assessment,Moderate,12,2025-09-05,Content Marketing Assessment,9
71800004,social media,marketing,registration,Moderate,10,2024-12-11,Social Media Registration,4
71800005,investment planning,economics,registration,Simple,12,2025-07-20,Investment Planning Registration,4
71800006,web development,it,assessment,Complex,7,2025-10-02,Web Development Assessment,10
71800007,digital marketing,marketing,assessment,Simple,11,2025-10-05,Digital Marketing Assessment,9
71800008,data science,it,application,Complex,5,2025-02-26,Data Science Application,7
71800009,social media,marketing,assessment,Simple,10,2025-02-05,Social Media Assessment,8
71800010,cloud computing,it,assessment,Simple,5,2025-07-28,Cloud Computing Assessment,11
71800011,investment planning,economics,application,Simple,6,2024-12-28,Investment Planning Application,3
71800012,cloud computing,it,survey,Moderate,13,2024-12-09,Cloud Computing Survey,4
71800013,digital marketing,marketing,survey,Complex,6,2025-08-01,Digital Marketing Survey,11
71800014,digital marketing,marketing,assessment,Complex,11,2024-11-03,Digital Marketing Assessment,7
71800015,digital marketing,marketing,assessment,Simple,9,2025-08-10,Digital Marketing Assessment,7
71800016,digital marketing,marketing,registration,Simple,15,2025-04-28,Digital Marketing Registration,12
71800017,content marketing,marketing,application,Moderate,8,2025-10-07,Content Marketing Application,6
71800018,brand management,marketing,application,Complex,12,2024-12-31,Brand Management Application,6
71800019,machine learning,it,application,Simple,10,2025-07-30,Machine Learning Application,5
71800020,market analysis,economics,application,Complex,5,2025-05-04,Market Analysis Application,10
71800021,machine learning,it,application,Simple,7,2025-01-03,Machine Learning Application,11
71800022,social media,marketing,registration,Complex,9,2025-03-26,Social Media Registration,7
71800023,cloud computing,it,registration,Complex,9,2025-04-03,Cloud Computing Registration,12
71800024,brand management,marketing,assessment,Complex,6,2025-01-07,Brand Management Assessment,9
71800025,machine learning,it,application,Simple,13,2025-08-31,Machine Learning Application,3
71800026,digital marketing,marketing,registration,Complex,15,2025-08-18,Digital Marketing Registration,6
71800027,financial modeling,economics,assessment,Simple,12,2025-06-09,Financial Modeling Assessment,7
71800028,social media,marketing,registration,Simple,7,2025-01-12,Social Media Registration,11
71800029,data science,it,assessment,Complex,6,2024-11-30,Data Science Assessment,4
71800030,investment planning,economics,assessment,Moderate,9,2025-01-02,Investment Planning Assessment,12
71800031,brand management,marketing,assessment,Simple,15,2025-09-02,Brand Management Assessment,3
71800032,data science,it,registration,Moderate,15,2025-08-28,Data Science Registration,7
71800033,web development,it,survey,Simple,9,2025-05-27,Web Development Survey,5
71800034,digital marketing,marketing,assessment,Complex,13,2024-11-26,Digital Marketing Assessment,3
71800035,portfolio management,economics,assessment,Complex,11,2024-11-28,Portfolio Management Assessment,6
71800036,portfolio management,economics,assessment,Moderate,11,2024-12-04,Portfolio Management Assessment,10
71800037,portfolio management,economics,assessment,Complex,15,2024-12-17,Portfolio Management Assessment,3
71800038,content marketing,marketing,assessment,Moderate,11,2025-09-24,Content Marketing Assessment,9
71800039,cybersecurity,it,assessment,Simple,15,2024-12-16,Cybersecurity Assessment,10
71800040,content marketing,marketing,registration,Moderate,5,2025-07-17,Content Marketing Registration,8
71800041,web development,it,application,Simple,9,2025-01-27,Web Development Application,4
71800042,digital marketing,marketing,survey,Simple,12,2025-05-03,Digital Marketing Survey,10
71800043,cloud computing,it,survey,Complex,5,2025-02-15,Cloud Computing Survey,5
71800044,market analysis,economics,assessment,Complex,15,2024-12-05,Market Analysis Assessment,6
71800045,social media,marketing,assessment,Simple,12,2025-03-04,Social Media Assessment,5
71800046,cybersecurity,it,assessment,Complex,7,2025-07-07,Cybersecurity Assessment,8
71800047,financial modeling,economics,application,Moderate,13,2025-02-03,Financial Modeling Application,12
71800048,brand management,marketing,application,Moderate,5,2025-09-09,Brand Management Application,4
71800049,cybersecurity,it,survey,Simple,14,2024-12-18,Cybersecurity Survey,3
71800050,content marketing,marketing,assessment,Complex,7,2025-02-15,Content Marketing Assessment,12
71800051,market analysis,economics,registration,Moderate,9,2025-04-19,Market Analysis Registration,3
71800052,investment planning,economics,assessment,Moderate,12,2024-11-06,Investment Planning Assessment,7
71800053,brand management,marketing,assessment,Moderate,15,2024-11-06,Brand Management Assessment,9
71800054,brand management,marketing,survey,Simple,5,2025-08-05,Brand Management Survey,8
71800055,data science,it,survey,Complex,8,2025-03-16,Data Science Survey,12
71800056,web development,it,assessment,Simple,8,2025-09-30,Web Development Assessment,8
71800057,financial modeling,economics,registration,Complex,13,2025-06-25,Financial Modeling Registration,8
71800058,digital marketing,marketing,assessment,Simple,7,2025-07-26,Digital Marketing Assessment,3
71800059,portfolio management,economics,survey,Complex,14,2025-01-27,Portfolio Management Survey,5
71800060,cybersecurity,it,application,Simple,5,2025-10-21,Cybersecurity Application,3
71800061,digital marketing,marketing,assessment,Simple,6,2025-05-01,Digital Marketing Assessment,3
71800062,digital marketing,marketing,assessment,Complex,9,2025-10-11,Digital Marketing Assessment,11
71800063,investment planning,economics,registration,Moderate,9,2025-07-02,Investment Planning Registration,5
71800064,cybersecurity,it,registration,Moderate,9,2025-10-05,Cybersecurity Registration,3
71800065,digital marketing,marketing,survey,Moderate,5,2024-11-11,Digital Marketing Survey,12
71800066,investment planning,economics,registration,Simple,10,2025-08-28,Investment Planning Registration,8
71800067,brand management,marketing,survey,Moderate,10,2025-02-18,Brand Management Survey,12
71800068,brand management,marketing,application,Simple,9,2025-08-15,Brand Management Application,8
71800069,data science,it,application,Complex,11,2025-01-15,Data Science Application,9
71800070,portfolio management,economics,application,Simple,14,2025-09-12,Portfolio Management Application,12
71800071,cloud computing,it,application,Simple,5,2024-12-22,Cloud Computing Application,10
71800072,cloud computing,it,application,Complex,8,2025-08-31,Cloud Computing Application,3
71800073,web development,it,survey,Simple,11,2024-11-04,Web Development Survey,10
71800074,market analysis,economics,survey,Moderate,7,2025-04-04,Market Analysis Survey,8
71800075,cybersecurity,it,application,Moderate,14,2025-10-22,Cybersecurity Application,9
71800076,cybersecurity,it,assessment,Moderate,8,2025-02-24,Cybersecurity Assessment,6
71800077,brand management,marketing,registration,Simple,8,2024-12-25,Brand Management Registration,3
71800078,data science,it,registration,Moderate,10,2024-12-31,Data Science Registration,5
71800079,cloud computing,it,survey,Simple,12,2025-02-27,Cloud Computing Survey,4
71800080,web development,it,assessment,Moderate,7,2024-11-27,Web Development Assessment,12
71800081,investment planning,economics,application,Simple,13,2025-03-06,Investment Planning Application,3
71800082,digital marketing,marketing,registration,Moderate,11,2024-12-05,Digital Marketing Registration,8
71800083,data science,it,application,Simple,6,2024-11-30,Data Science Application,9
71800084,cybersecurity,it,application,Moderate,9,2025-07-17,Cybersecurity Application,9
71800085,data science,it,registration,Complex,9,2025-07-22,Data Science Registration,8
71800086,content marketing,marketing,application,Complex,9,2024-12-30,Content Marketing Application,4
71800087,machine learning,it,assessment,Simple,10,2024-10-30,Machine Learning Assessment,5
71800088,financial modeling,economics,registration,Simple,8,2025-01-02,Financial Modeling Registration,8
71800089,portfolio management,economics,survey,Simple,13,2024-11-09,Portfolio Management Survey,8
71800090,cloud computing,it,assessment,Moderate,14,2025-05-19,Cloud Computing Assessment,3
71800091,cloud computing,it,assessment,Moderate,7,2024-12-14,Cloud Computing Assessment,4
71800092,market analysis,economics,survey,Simple,11,2025-10-25,Market Analysis Survey,12
71800093,brand management,marketing,assessment,Simple,9,2025-06-10,Brand Management Assessment,5
71800094,financial modeling,economics,application,Complex,5,2024-11-12,Financial Modeling Application,3
71800095,web development,it,application,Complex,15,2025-03-23,Web Development Application,8
71800096,digital marketing,marketing,registration,Simple,11,2025-07-31,Digital Marketing Registration,8
71800097,financial modeling,economics,survey,Moderate,15,2024-12-06,Financial Modeling Survey,9
71800098,market analysis,economics,registration,Simple,13,2024-11-02,Market Analysis Registration,11
71800099,machine learning,it,registration,Moderate,9,2025-05-15,Machine Learning Registration,11
71800100,data science,it,application,Complex,15,2025-07-14,Data Science Application,7
71800101,web development,it,survey,Moderate,14,2025-01-29,Web Development Survey,4
71800102,content marketing,marketing,survey,Complex,9,2025-08-06,Content Marketing Survey,10
71800103,market analysis,economics,survey,Complex,9,2024-10-31,Market Analysis Survey,4
71800104,brand management,marketing,survey,Complex,11,2025-03-29,Brand Management Survey,9
71800105,social media,marketing,assessment,Complex,7,2025-03-12,Social Media Assessment,6
71800106,brand management,marketing,application,Simple,5,2025-03-18,Brand Management Application,5
71800107,market analysis,economics,survey,Moderate,5,2025-07-10,Market Analysis Survey,9
71800108,brand management,marketing,assessment,Complex,11,2025-10-03,Brand Management Assessment,12
71800109,portfolio management,economics,registration,Complex,11,2025-04-11,Portfolio Management Registration,5
71800110,market analysis,economics,registration,Moderate,14,2024-10-25,Market Analysis Registration,6
71800111,investment planning,economics,application,Simple,15,2025-09-22,Investment Planning Application,7
71800112,content marketing,marketing,registration,Complex,12,2025-09-03,Content Marketing Registration,4
71800113,portfolio management,economics,application,Simple,6,2025-08-20,Portfolio Management Application,10
71800114,market analysis,economics,application,Moderate,5,2025-03-24,Market Analysis Application,11
71800115,financial modeling,economics,registration,Simple,10,2025-03-07,Financial Modeling Registration,12
71800116,financial modeling,economics,assessment,Complex,15,2025-03-18,Financial Modeling Assessment,5
71800117,financial modeling,economics,assessment,Simple,5,2024-12-23,Financial Modeling Assessment,3
71800118,web development,it,registration,Simple,8,2025-07-22,Web Development Registration,10
71800119,cloud computing,it,assessment,Moderate,9,2025-03-01,Cloud Computing Assessment,8
71800120,digital marketing,marketing,assessment,Moderate,15,2025-02-18,Digital Marketing Assessment,7
71800121,data science,it,registration,Simple,6,2025-08-28,Data Science Registration,8
71800122,investment planning,economics,assessment,Simple,10,2024-12-08,Investment Planning Assessment,10
71800123,digital marketing,marketing,application,Moderate,15,2025-06-27,Digital Marketing Application,9
71800124,cloud computing,it,application,Complex,9,2025-03-05,Cloud Computing Application,5
71800125,data science,it,application,Simple,12,2025-06-12,Data Science Application,6
71800126,cybersecurity,it,survey,Complex,15,2024-11-03,Cybersecurity Survey,5
71800127,cloud computing,it,application,Complex,15,2025-08-05,Cloud Computing Application,11
71800128,machine learning,it,assessment,Complex,9,2025-03-05,Machine Learning Assessment,12
71800129,investment planning,economics,assessment,Simple,14,2025-04-04,Investment Planning Assessment,10
71800130,brand management,marketing,application,Moderate,15,2025-06-04,Brand Management Application,4
71800131,market analysis,economics,survey,Moderate,15,2025-02-12,Market Analysis Survey,4
71800132,portfolio management,economics,assessment,Complex,10,2025-04-02,Portfolio Management Assessment,12
71800133,machine learning,it,registration,Moderate,14,2025-07-08,Machine Learning Registration,10
71800134,digital marketing,marketing,survey,Simple,10,2025-02-22,Digital Marketing Survey,5
71800135,digital marketing,marketing,assessment,Complex,15,2025-02-14,Digital Marketing Assessment,11
71800136,web development,it,survey,Simple,15,2025-06-05,Web Development Survey,12
71800137,social media,marketing,survey,Complex,6,2025-07-04,Social Media Survey,5
71800138,digital marketing,marketing,survey,Moderate,9,2025-10-24,Digital Marketing Survey,10
71800139,social media,marketing,survey,Complex,10,2025-09-24,Social Media Survey,5
71800140,portfolio management,economics,survey,Moderate,11,2024-11-20,Portfolio Management Survey,4
71800141,investment planning,economics,application,Complex,12,2025-04-12,Investment Planning Application,9
71800142,cybersecurity,it,application,Complex,6,2025-04-13,Cybersecurity Application,9
71800143,portfolio management,economics,application,Complex,15,2024-12-05,Portfolio Management Application,8
71800144,cybersecurity,it,application,Simple,12,2025-02-20,Cybersecurity Application,7
71800145,portfolio management,economics,assessment,Simple,12,2025-04-06,Portfolio Management Assessment,12
71800146,web development,it,assessment,Complex,7,2025-07-16,Web Development Assessment,6
71800147,digital marketing,marketing,registration,Moderate,12,2025-09-18,Digital Marketing Registration,10
71800148,digital marketing,marketing,survey,Simple,14,2025-04-01,Digital Marketing Survey,5
71800149,brand management,marketing,survey,Moderate,5,2025-10-17,Brand Management Survey,5
71800150,cybersecurity,it,application,Simple,14,2025-01-26,Cybersecurity Application,6
71800151,cybersecurity,it,application,Simple,15,2025-09-14,Cybersecurity Application,7
71800152,market analysis,economics,assessment,Complex,11,2024-12-20,Market Analysis Assessment,4
71800153,cybersecurity,it,registration,Complex,15,2025-02-19,Cybersecurity Registration,12
71800154,investment planning,economics,assessment,Complex,7,2025-02-18,Investment Planning Assessment,6
71800155,investment planning,economics,application,Simple,15,2025-03-21,Investment Planning Application,5
71800156,brand management,marketing,survey,Simple,13,2025-10-13,Brand Management Survey,8
71800157,investment planning,economics,application,Moderate,8,2025-10-10,Investment Planning Application,6
71800158,digital marketing,marketing,assessment,Complex,12,2025-02-10,Digital Marketing Assessment,10
71800159,cloud computing,it,assessment,Complex,6,2025-10-14,Cloud Computing Assessment,3
71800160,data science,it,survey,Complex,13,2024-12-27,Data Science Survey,12
71800161,cybersecurity,it,registration,Simple,11,2025-07-23,Cybersecurity Registration,12
71800162,financial modeling,economics,application,Complex,5,2024-12-27,Financial Modeling Application,8
71800163,portfolio management,economics,registration,Simple,12,2025-07-30,Portfolio Management Registration,5
71800164,digital marketing,marketing,registration,Complex,13,2025-04-25,Digital Marketing Registration,12
71800165,content marketing,marketing,application,Simple,14,2025-03-14,Content Marketing Application,5
71800166,investment planning,economics,registration,Simple,7,2025-10-20,Investment Planning Registration,3
71800167,financial modeling,economics,registration,Moderate,15,2025-06-20,Financial Modeling Registration,9
71800168,web development,it,application,Simple,14,2025-05-14,Web Development Application,9
71800169,cybersecurity,it,registration,Complex,10,2025-07-21,Cybersecurity Registration,3
71800170,digital marketing,marketing,application,Complex,6,2025-10-15,Digital Marketing Application,10
71800171,content marketing,marketing,assessment,Simple,11,2025-10-25,Content Marketing Assessment,9
71800172,cloud computing,it,assessment,Simple,10,2025-04-08,Cloud Computing Assessment,9
71800173,digital marketing,marketing,survey,Simple,5,2025-04-10,Digital Marketing Survey,9
71800174,brand management,marketing,assessment,Complex,6,2025-04-20,Brand Management Assessment,10
71800175,social media,marketing,registration,Simple,5,2025-01-10,Social Media Registration,6
71800176,digital marketing,marketing,application,Simple,8,2025-07-08,Digital Marketing Application,7
71800177,cloud computing,it,survey,Complex,15,2025-08-19,Cloud Computing Survey,5
71800178,cybersecurity,it,registration,Moderate,6,2025-08-20,Cybersecurity Registration,10
71800179,brand management,marketing,application,Complex,6,2024-11-07,Brand Management Application,9
71800180,investment planning,economics,survey,Complex,7,2025-07-28,Investment Planning Survey,3
71800181,cybersecurity,it,survey,Moderate,6,2025-05-06,Cybersecurity Survey,9
71800182,social media,marketing,registration,Complex,15,2025-04-27,Social Media Registration,4
71800183,data science,it,application,Complex,13,2025-10-18,Data Science Application,4
71800184,content marketing,marketing,assessment,Complex,5,2025-04-18,Content Marketing Assessment,12
71800185,digital marketing,marketing,survey,Complex,7,2024-11-16,Digital Marketing Survey,12
71800186,social media,marketing,registration,Moderate,14,2025-08-20,Social Media Registration,6
71800187,brand management,marketing,assessment,Simple,12,2025-05-27,Brand Management Assessment,4
71800188,cloud computing,it,assessment,Complex,12,2025-01-12,Cloud Computing Assessment,11
71800189,social media,marketing,registration,Simple,15,2025-03-08,Social Media Registration,3
71800190,cybersecurity,it,registration,Simple,15,2025-02-03,Cybersecurity Registration,10
71800191,investment planning,economics,registration,Moderate,13,2025-07-21,Investment Planning Registration,7
71800192,portfolio management,economics,application,Simple,14,2024-12-21,Portfolio Management Application,6
71800193,content marketing,marketing,registration,Simple,12,2024-12-12,Content Marketing Registration,11
