record_id,keyword,category,form_type,complexity,num_fields,created_date,form_title,estimated_time
29900001,cloud computing,it,registration,Moderate,5,2025-06-18,Cloud Computing Registration,12
29900002,web development,it,survey,Complex,9,2025-05-08,Web Development Survey,7
29900003,cloud computing,it,assessment,Moderate,12,2025-06-14,Cloud Computing Assessment,11
29900004,financial modeling,economics,assessment,Complex,9,2025-05-10,Financial Modeling Assessment,3
29900005,brand management,marketing,application,Simple,6,2025-01-07,Brand Management Application,6
29900006,cloud computing,it,assessment,Simple,13,2024-11-07,Cloud Computing Assessment,9
29900007,content marketing,marketing,application,Simple,14,2024-11-28,Content Marketing Application,9
29900008,brand management,marketing,survey,Complex,9,2025-04-06,Brand Management Survey,7
29900009,content marketing,marketing,survey,Moderate,9,2025-03-12,Content Marketing Survey,6
29900010,digital marketing,marketing,assessment,Simple,9,2025-08-12,Digital Marketing Assessment,11
29900011,social media,marketing,survey,Complex,10,2025-05-08,Social Media Survey,9
29900012,content marketing,marketing,application,Moderate,13,2025-04-23,Content Marketing Application,9
29900013,brand management,marketing,application,Complex,12,2025-06-20,Brand Management Application,3
29900014,content marketing,marketing,registration,Complex,7,2025-10-09,Content Marketing Registration,12
29900015,web development,it,survey,Complex,14,2025-07-25,Web Development Survey,3
29900016,financial modeling,economics,assessment,Moderate,9,2025-07-06,Financial Modeling Assessment,5
29900017,portfolio management,economics,registration,Moderate,8,2025-01-08,Portfolio Management Registration,7
29900018,data science,it,application,Complex,12,2024-12-15,Data Science Application,9
29900019,cloud computing,it,assessment,Complex,14,2025-03-05,Cloud Computing Assessment,3
29900020,digital marketing,marketing,assessment,Moderate,10,2025-03-21,Digital Marketing Assessment,9
29900021,social media,marketing,application,Complex,15,2025-09-03,Social Media Application,9
29900022,data science,it,application,Moderate,7,2024-12-24,Data Science Application,6
29900023,portfolio management,economics,assessment,Moderate,13,2025-07-24,Portfolio Management Assessment,11
29900024,portfolio management,economics,assessment,Complex,8,2025-08-15,Portfolio Management Assessment,7
29900025,portfolio management,economics,application,Simple,9,2025-07-10,Portfolio Management Application,7
29900026,social media,marketing,assessment,Moderate,7,2024-11-25,Social Media Assessment,9
29900027,market analysis,economics,registration,Complex,10,2025-08-26,Market Analysis Registration,8
29900028,digital marketing,marketing,survey,Moderate,15,2025-07-15,Digital Marketing Survey,9
29900029,machine learning,it,survey,Moderate,14,2024-12-11,Machine Learning Survey,4
29900030,portfolio management,economics,registration,Moderate,6,2024-12-22,Portfolio Management Registration,12
29900031,portfolio management,economics,registration,Complex,9,2025-03-17,Portfolio Management Registration,8
29900032,web development,it,registration,Complex,10,2024-11-18,Web Development Registration,8
29900033,cloud computing,it,survey,Complex,15,2025-08-23,Cloud Computing Survey,6
29900034,cloud computing,it,survey,Moderate,13,2024-11-15,Cloud Computing Survey,5
29900035,machine learning,it,registration,Moderate,15,2024-11-04,Machine Learning Registration,12
29900036,cloud computing,it,application,Moderate,10,2025-08-24,Cloud Computing Application,6
29900037,social media,marketing,registration,Moderate,7,2025-06-14,Social Media Registration,9
29900038,digital marketing,marketing,application,Moderate,6,2024-12-27,Digital Marketing Application,5
29900039,social media,marketing,assessment,Simple,11,2025-05-03,Social Media Assessment,8
29900040,brand management,marketing,assessment,Complex,7,2025-07-06,Brand Management Assessment,6
29900041,market analysis,economics,registration,Moderate,15,2024-11-26,Market Analysis Registration,4
29900042,brand management,marketing,survey,Moderate,14,2025-03-03,Brand Management Survey,3
29900043,financial modeling,economics,survey,Complex,14,2025-06-13,Financial Modeling Survey,5
29900044,portfolio management,economics,survey,Simple,6,2025-04-17,Portfolio Management Survey,12
29900045,portfolio management,economics,survey,Simple,8,2025-02-07,Portfolio Management Survey,11
29900046,cybersecurity,it,application,Complex,11,2025-10-20,Cybersecurity Application,9
29900047,brand management,marketing,registration,Simple,8,2025-10-25,Brand Management Registration,6
29900048,brand management,marketing,assessment,Simple,8,2025-01-07,Brand Management Assessment,12
29900049,digital marketing,marketing,registration,Complex,6,2025-07-08,Digital Marketing Registration,12
29900050,investment planning,economics,application,Complex,8,2025-08-09,Investment Planning Application,5
29900051,brand management,marketing,assessment,Complex,9,2025-07-28,Brand Management Assessment,4
29900052,digital marketing,marketing,application,Complex,6,2025-01-02,Digital Marketing Application,8
29900053,cybersecurity,it,registration,Complex,12,2024-12-13,Cybersecurity Registration,10
29900054,digital marketing,marketing,registration,Simple,10,2025-01-31,Digital Marketing Registration,3
29900055,social media,marketing,survey,Moderate,15,2024-12-21,Social Media Survey,9
29900056,portfolio management,economics,assessment,Complex,15,2025-01-02,Portfolio Management Assessment,9
29900057,investment planning,economics,survey,Complex,5,2025-01-01,Investment Planning Survey,4
29900058,social media,marketing,assessment,Simple,10,2025-08-29,Social Media Assessment,5
29900059,data science,it,registration,Moderate,11,2024-12-29,Data Science Registration,11
29900060,investment planning,economics,application,Simple,15,2025-09-02,Investment Planning Application,4
29900061,digital marketing,marketing,survey,Simple,12,2025-05-24,Digital Marketing Survey,6
29900062,social media,marketing,survey,Moderate,7,2025-01-31,Social Media Survey,3
29900063,machine learning,it,application,Complex,11,2025-07-21,Machine Learning Application,6
29900064,market analysis,economics,survey,Moderate,5,2025-09-10,Market Analysis Survey,7
29900065,web development,it,assessment,Complex,6,2025-09-18,Web Development Assessment,8
29900066,portfolio management,economics,assessment,Complex,15,2025-10-08,Portfolio Management Assessment,3
29900067,cybersecurity,it,registration,Simple,10,2025-04-05,Cybersecurity Registration,9
29900068,cybersecurity,it,survey,Simple,6,2025-08-08,Cybersecurity Survey,10
29900069,investment planning,economics,registration,Simple,6,2025-06-05,Investment Planning Registration,9
29900070,investment planning,economics,application,Moderate,15,2025-05-15,Investment Planning Application,9
29900071,financial modeling,economics,survey,Complex,7,2025-06-03,Financial Modeling Survey,10
29900072,content marketing,marketing,survey,Simple,7,2025-05-08,Content Marketing Survey,6
