record_id,keyword,category,form_type,complexity,num_fields,created_date,form_title,estimated_time
40200001,market analysis,economics,application,Complex,9,2025-09-13,Market Analysis Application,8
40200002,digital marketing,marketing,registration,Moderate,7,2024-12-11,Digital Marketing Registration,9
40200003,digital marketing,marketing,registration,Complex,6,2025-07-14,Digital Marketing Registration,9
40200004,financial modeling,economics,registration,Moderate,6,2025-03-09,Financial Modeling Registration,7
40200005,content marketing,marketing,registration,Moderate,15,2024-11-21,Content Marketing Registration,5
40200006,social media,marketing,application,Moderate,6,2025-06-03,Social Media Application,4
40200007,brand management,marketing,survey,Simple,9,2025-09-07,Brand Management Survey,6
40200008,data science,it,survey,Complex,5,2024-12-31,Data Science Survey,4
40200009,portfolio management,economics,assessment,Complex,8,2024-11-29,Portfolio Management Assessment,6
40200010,cybersecurity,it,survey,Complex,9,2025-09-16,Cybersecurity Survey,3
40200011,digital marketing,marketing,registration,Simple,12,2025-08-04,Digital Marketing Registration,8
40200012,market analysis,economics,application,Complex,7,2024-11-30,Market Analysis Application,3
40200013,financial modeling,economics,application,Complex,6,2025-10-18,Financial Modeling Application,10
40200014,content marketing,marketing,survey,Simple,7,2024-11-03,Content Marketing Survey,11
40200015,brand management,marketing,registration,Moderate,14,2024-11-17,Brand Management Registration,7
40200016,portfolio management,economics,application,Moderate,5,2025-08-16,Portfolio Management Application,3
40200017,financial modeling,economics,registration,Moderate,14,2025-06-18,Financial Modeling Registration,4
40200018,brand management,marketing,assessment,Complex,12,2025-03-12,Brand Management Assessment,6
40200019,brand management,marketing,registration,Moderate,13,2025-02-20,Brand Management Registration,12
40200020,cybersecurity,it,assessment,Simple,5,2025-01-22,Cybersecurity Assessment,6
40200021,financial modeling,economics,assessment,Moderate,11,2025-09-15,Financial Modeling Assessment,6
40200022,cloud computing,it,assessment,Complex,8,2025-02-23,Cloud Computing Assessment,12
40200023,web development,it,survey,Moderate,11,2025-04-16,Web Development Survey,6
40200024,financial modeling,economics,registration,Simple,6,2024-12-29,Financial Modeling Registration,3
40200025,content marketing,marketing,survey,Simple,14,2025-05-25,Content Marketing Survey,6
40200026,social media,marketing,survey,Moderate,11,2025-03-26,Social Media Survey,8
40200027,social media,marketing,assessment,Complex,8,2025-05-28,Social Media Assessment,7
40200028,social media,marketing,registration,Simple,9,2025-10-08,Social Media Registration,6
40200029,social media,marketing,survey,Simple,13,2025-08-16,Social Media Survey,10
40200030,data science,it,assessment,Moderate,6,2025-02-19,Data Science Assessment,7
40200031,web development,it,registration,Moderate,13,2025-02-03,Web Development Registration,6
