record_id,keyword,category,form_type,complexity,num_fields,created_date,form_title,estimated_time
3900001,social media,marketing,survey,Complex,12,2025-03-07,Social Media Survey,4
3900002,investment planning,economics,assessment,Complex,6,2025-01-25,Investment Planning Assessment,12
3900003,financial modeling,economics,application,Moderate,6,2025-03-27,Financial Modeling Application,8
3900004,market analysis,economics,survey,Moderate,6,2025-04-25,Market Analysis Survey,12
3900005,market analysis,economics,assessment,Moderate,14,2025-06-21,Market Analysis Assessment,12
3900006,content marketing,marketing,survey,Simple,14,2024-11-14,Content Marketing Survey,6
3900007,data science,it,application,Moderate,9,2025-04-18,Data Science Application,4
3900008,investment planning,economics,assessment,Simple,9,2025-07-11,Investment Planning Assessment,11
3900009,machine learning,it,survey,Moderate,15,2025-02-12,Machine Learning Survey,7
3900010,data science,it,registration,Complex,15,2025-05-04,Data Science Registration,4
3900011,brand management,marketing,survey,Complex,6,2025-10-25,Brand Management Survey,4
3900012,cybersecurity,it,application,Complex,15,2025-05-12,Cybersecurity Application,12
3900013,market analysis,economics,survey,Moderate,7,2025-01-21,Market Analysis Survey,10
3900014,cybersecurity,it,application,Moderate,14,2024-12-21,Cybersecurity Application,5
3900015,social media,marketing,registration,Complex,10,2025-10-05,Social Media Registration,5
3900016,brand management,marketing,registration,Simple,14,2024-10-30,Brand Management Registration,10
3900017,machine learning,it,application,Complex,15,2024-11-26,Machine Learning Application,5
3900018,cloud computing,it,application,Simple,14,2025-10-25,Cloud Computing Application,8
3900019,cybersecurity,it,assessment,Moderate,7,2025-10-21,Cybersecurity Assessment,6
3900020,portfolio management,economics,application,Moderate,14,2024-12-30,Portfolio Management Application,12
3900021,investment planning,economics,registration,Simple,10,2025-05-17,Investment Planning Registration,6
3900022,content marketing,marketing,survey,Complex,15,2025-04-06,Content Marketing Survey,6
3900023,brand management,marketing,registration,Moderate,12,2024-11-09,Brand Management Registration,8
3900024,brand management,marketing,assessment,Complex,14,2025-06-08,Brand Management Assessment,9
3900025,market analysis,economics,assessment,Moderate,5,2024-12-25,Market Analysis Assessment,12
3900026,content marketing,marketing,assessment,Simple,12,2025-08-21,Content Marketing Assessment,4
3900027,market analysis,economics,registration,Complex,5,2024-12-02,Market Analysis Registration,3
3900028,investment planning,economics,registration,Moderate,15,2025-04-08,Investment Planning Registration,8
3900029,brand management,marketing,application,Complex,6,2025-03-04,Brand Management Application,9
3900030,web development,it,assessment,Moderate,8,2025-09-17,Web Development Assessment,8
3900031,web development,it,assessment,Moderate,6,2025-08-29,Web Development Assessment,5
3900032,investment planning,economics,registration,Simple,8,2025-07-27,Investment Planning Registration,7
3900033,cybersecurity,it,application,Moderate,5,2025-07-08,Cybersecurity Application,6
3900034,content marketing,marketing,assessment,Moderate,14,2024-12-14,Content Marketing Assessment,7
3900035,machine learning,it,application,Complex,14,2024-11-07,Machine Learning Application,4
3900036,social media,marketing,survey,Moderate,10,2025-05-09,Social Media Survey,5
3900037,content marketing,marketing,survey,Complex,7,2025-04-09,Content Marketing Survey,3
3900038,digital marketing,marketing,application,Simple,12,2025-03-28,Digital Marketing Application,7
3900039,cybersecurity,it,application,Simple,9,2025-03-17,Cybersecurity Application,4
3900040,cybersecurity,it,assessment,Moderate,11,2025-09-01,Cybersecurity Assessment,9
3900041,cybersecurity,it,survey,Simple,5,2025-07-22,Cybersecurity Survey,5
3900042,cybersecurity,it,registration,Complex,13,2025-07-17,Cybersecurity Registration,9
3900043,cybersecurity,it,application,Moderate,8,2025-06-29,Cybersecurity Application,8
3900044,data science,it,survey,Simple,7,2025-04-27,Data Science Survey,12
3900045,investment planning,economics,application,Moderate,15,2025-04-06,Investment Planning Application,8
3900046,web development,it,survey,Moderate,6,2025-06-26,Web Development Survey,11
3900047,machine learning,it,registration,Moderate,5,2025-08-30,Machine Learning Registration,8
3900048,data science,it,registration,Moderate,6,2025-09-17,Data Science Registration,12
3900049,data science,it,application,Complex,7,2025-03-28,Data Science Application,3
3900050,financial modeling,economics,survey,Complex,12,2025-08-29,Financial Modeling Survey,9
3900051,web development,it,application,Simple,8,2025-05-26,Web Development Application,6
3900052,cybersecurity,it,survey,Complex,12,2025-03-30,Cybersecurity Survey,7
3900053,portfolio management,economics,registration,Moderate,14,2025-10-16,Portfolio Management Registration,8
3900054,cloud computing,it,survey,Complex,9,2025-02-08,Cloud Computing Survey,4
3900055,digital marketing,marketing,registration,Moderate,13,2025-02-06,Digital Marketing Registration,11
3900056,brand management,marketing,survey,Simple,11,2025-06-23,Brand Management Survey,10
3900057,content marketing,marketing,survey,Complex,12,2025-02-15,Content Marketing Survey,9
3900058,portfolio management,economics,application,Simple,8,2025-07-14,Portfolio Management Application,8
3900059,brand management,marketing,application,Simple,9,2025-05-14,Brand Management Application,9
3900060,portfolio management,economics,survey,Simple,13,2025-05-29,Portfolio Management Survey,7
3900061,financial modeling,economics,application,Simple,6,2025-02-06,Financial Modeling Application,9
3900062,market analysis,economics,registration,Simple,12,2025-08-30,Market Analysis Registration,5
3900063,investment planning,economics,registration,Moderate,14,2025-06-18,Investment Planning Registration,5
3900064,portfolio management,economics,registration,Moderate,11,2025-05-24,Portfolio Management Registration,9
3900065,cybersecurity,it,assessment,Complex,15,2025-03-05,Cybersecurity Assessment,5
