record_id,keyword,category,form_type,complexity,num_fields,created_date,form_title,estimated_time
28800001,financial modeling,economics,assessment,Moderate,11,2025-10-25,Financial Modeling Assessment,4
28800002,data science,it,assessment,Complex,8,2025-03-02,Data Science Assessment,6
28800003,social media,marketing,survey,Complex,12,2024-11-22,Social Media Survey,7
28800004,market analysis,economics,application,Simple,6,2025-06-17,Market Analysis Application,4
28800005,social media,marketing,registration,Moderate,12,2025-10-16,Social Media Registration,10
28800006,data science,it,registration,Complex,13,2024-12-08,Data Science Registration,11
28800007,portfolio management,economics,survey,Simple,8,2025-01-03,Portfolio Management Survey,12
28800008,cybersecurity,it,registration,Complex,8,2025-05-19,Cybersecurity Registration,5
28800009,market analysis,economics,registration,Simple,9,2025-10-13,Market Analysis Registration,12
28800010,social media,marketing,application,Moderate,6,2025-06-07,Social Media Application,10
28800011,portfolio management,economics,assessment,Moderate,5,2024-10-25,Portfolio Management Assessment,8
28800012,digital marketing,marketing,registration,Simple,11,2024-12-24,Digital Marketing Registration,7
28800013,machine learning,it,application,Simple,10,2025-08-20,Machine Learning Application,7
28800014,web development,it,survey,Moderate,12,2025-09-12,Web Development Survey,11
28800015,web development,it,registration,Complex,6,2025-09-18,Web Development Registration,4
28800016,web development,it,application,Moderate,7,2025-07-09,Web Development Application,10
28800017,cloud computing,it,application,Complex,7,2024-10-30,Cloud Computing Application,12
28800018,financial modeling,economics,registration,Moderate,5,2025-09-02,Financial Modeling Registration,12
28800019,machine learning,it,assessment,Moderate,15,2024-11-24,Machine Learning Assessment,11
28800020,digital marketing,marketing,registration,Moderate,12,2024-12-22,Digital Marketing Registration,12
28800021,cloud computing,it,survey,Simple,6,2025-09-08,Cloud Computing Survey,11
28800022,cybersecurity,it,application,Moderate,8,2025-07-29,Cybersecurity Application,9
28800023,market analysis,economics,survey,Simple,10,2025-07-13,Market Analysis Survey,8
28800024,investment planning,economics,survey,Complex,15,2025-07-21,Investment Planning Survey,3
28800025,brand management,marketing,application,Moderate,9,2025-04-03,Brand Management Application,4
28800026,financial modeling,economics,registration,Simple,6,2025-04-03,Financial Modeling Registration,5
28800027,social media,marketing,survey,Complex,12,2025-09-05,Social Media Survey,8
28800028,financial modeling,economics,application,Complex,7,2024-10-25,Financial Modeling Application,9
28800029,brand management,marketing,survey,Complex,6,2025-06-26,Brand Management Survey,10
28800030,investment planning,economics,survey,Simple,13,2025-04-29,Investment Planning Survey,12
28800031,investment planning,economics,survey,Moderate,9,2024-12-29,Investment Planning Survey,8
28800032,digital marketing,marketing,survey,Complex,12,2025-07-23,Digital Marketing Survey,9
28800033,market analysis,economics,survey,Moderate,11,2025-04-02,Market Analysis Survey,10
28800034,cybersecurity,it,application,Complex,7,2025-07-05,Cybersecurity Application,5
