record_id,keyword,category,form_type,complexity,num_fields,created_date,form_title,estimated_time
62700001,cybersecurity,it,survey,Simple,6,2025-05-18,Cybersecurity Survey,10
62700002,social media,marketing,application,Moderate,8,2025-01-08,Social Media Application,8
62700003,digital marketing,marketing,survey,Complex,14,2025-06-14,Digital Marketing Survey,8
62700004,digital marketing,marketing,survey,Complex,14,2024-10-25,Digital Marketing Survey,4
62700005,cybersecurity,it,registration,Complex,8,2025-10-05,Cybersecurity Registration,11
62700006,digital marketing,marketing,assessment,Simple,15,2025-04-09,Digital Marketing Assessment,11
62700007,data science,it,assessment,Simple,13,2025-06-04,Data Science Assessment,3
62700008,market analysis,economics,assessment,Complex,11,2024-11-28,Market Analysis Assessment,11
62700009,content marketing,marketing,assessment,Complex,6,2024-12-17,Content Marketing Assessment,6
62700010,content marketing,marketing,assessment,Complex,9,2024-11-05,Content Marketing Assessment,10
62700011,financial modeling,economics,survey,Complex,10,2025-09-18,Financial Modeling Survey,5
62700012,social media,marketing,assessment,Complex,7,2025-10-18,Social Media Assessment,3
62700013,machine learning,it,survey,Complex,7,2025-09-26,Machine Learning Survey,6
62700014,financial modeling,economics,registration,Complex,9,2025-08-11,Financial Modeling Registration,11
62700015,digital marketing,marketing,registration,Simple,7,2025-04-23,Digital Marketing Registration,12
62700016,cybersecurity,it,survey,Moderate,5,2025-06-17,Cybersecurity Survey,7
62700017,market analysis,economics,application,Moderate,7,2025-06-05,Market Analysis Application,10
62700018,digital marketing,marketing,application,Moderate,8,2024-12-08,Digital Marketing Application,7
62700019,market analysis,economics,registration,Complex,14,2024-12-09,Market Analysis Registration,9
62700020,social media,marketing,survey,Complex,8,2025-04-10,Social Media Survey,10
62700021,social media,marketing,survey,Moderate,13,2025-03-10,Social Media Survey,9
62700022,investment planning,economics,registration,Simple,15,2025-10-03,Investment Planning Registration,12
62700023,web development,it,registration,Simple,12,2024-11-25,Web Development Registration,3
62700024,market analysis,economics,survey,Complex,9,2025-08-31,Market Analysis Survey,7
62700025,content marketing,marketing,survey,Simple,6,2024-11-01,Content Marketing Survey,11
62700026,content marketing,marketing,registration,Complex,5,2025-09-09,Content Marketing Registration,8
62700027,financial modeling,economics,survey,Complex,9,2025-09-20,Financial Modeling Survey,6
62700028,cloud computing,it,registration,Simple,9,2025-10-24,Cloud Computing Registration,8
62700029,web development,it,survey,Moderate,5,2025-05-02,Web Development Survey,5
62700030,market analysis,economics,application,Complex,8,2025-03-22,Market Analysis Application,4
62700031,data science,it,application,Complex,14,2025-05-09,Data Science Application,4
62700032,machine learning,it,assessment,Complex,7,2025-06-15,Machine Learning Assessment,8
