record_id,keyword,category,form_type,complexity,num_fields,created_date,form_title,estimated_time
74900001,cybersecurity,it,registration,Moderate,8,2025-03-21,Cybersecurity Registration,8
74900002,social media,marketing,application,Complex,15,2025-02-01,Social Media Application,4
74900003,brand management,marketing,registration,Simple,13,2024-11-24,Brand Management Registration,11
74900004,machine learning,it,assessment,Complex,10,2025-08-02,Machine Learning Assessment,12
74900005,social media,marketing,assessment,Simple,10,2025-01-27,Social Media Assessment,6
74900006,financial modeling,economics,application,Simple,7,2025-07-24,Financial Modeling Application,10
74900007,machine learning,it,application,Complex,7,2025-08-12,Machine Learning Application,12
74900008,machine learning,it,registration,Complex,11,2025-02-03,Machine Learning Registration,6
74900009,cybersecurity,it,registration,Moderate,9,2025-09-26,Cybersecurity Registration,12
74900010,cloud computing,it,assessment,Simple,11,2025-07-16,Cloud Computing Assessment,3
74900011,investment planning,economics,application,Simple,14,2024-12-22,Investment Planning Application,6
74900012,social media,marketing,application,Moderate,12,2025-01-19,Social Media Application,10
74900013,data science,it,application,Complex,15,2025-09-24,Data Science Application,6
74900014,social media,marketing,assessment,Complex,12,2025-04-27,Social Media Assessment,5
74900015,machine learning,it,application,Moderate,8,2025-02-03,Machine Learning Application,7
74900016,machine learning,it,assessment,Moderate,10,2025-07-21,Machine Learning Assessment,9
74900017,cloud computing,it,assessment,Simple,14,2025-10-03,Cloud Computing Assessment,7
74900018,cloud computing,it,assessment,Simple,6,2025-09-06,Cloud Computing Assessment,4
74900019,data science,it,registration,Moderate,8,2025-08-29,Data Science Registration,3
74900020,web development,it,survey,Complex,8,2025-05-24,Web Development Survey,9
74900021,data science,it,registration,Complex,6,2024-11-04,Data Science Registration,10
74900022,content marketing,marketing,application,Simple,8,2025-04-01,Content Marketing Application,4
74900023,web development,it,application,Complex,8,2025-01-08,Web Development Application,10
74900024,web development,it,application,Complex,10,2025-07-03,Web Development Application,4
74900025,cybersecurity,it,survey,Complex,14,2025-05-22,Cybersecurity Survey,10
74900026,market analysis,economics,application,Moderate,15,2025-07-18,Market Analysis Application,3
74900027,investment planning,economics,assessment,Simple,10,2024-11-14,Investment Planning Assessment,10
74900028,cybersecurity,it,assessment,Complex,10,2025-06-05,Cybersecurity Assessment,3
74900029,brand management,marketing,survey,Complex,7,2025-01-29,Brand Management Survey,10
74900030,social media,marketing,registration,Complex,5,2025-10-05,Social Media Registration,4
74900031,financial modeling,economics,application,Moderate,8,2025-05-01,Financial Modeling Application,9
74900032,investment planning,economics,survey,Complex,8,2025-03-09,Investment Planning Survey,12
74900033,cybersecurity,it,assessment,Simple,9,2025-02-21,Cybersecurity Assessment,6
74900034,cloud computing,it,assessment,Simple,13,2025-08-05,Cloud Computing Assessment,3
74900035,brand management,marketing,assessment,Complex,12,2025-04-06,Brand Management Assessment,7
74900036,web development,it,application,Complex,8,2025-03-31,Web Development Application,9
74900037,financial modeling,economics,registration,Simple,7,2025-09-20,Financial Modeling Registration,3
74900038,cybersecurity,it,survey,Complex,8,2024-12-03,Cybersecurity Survey,3
74900039,social media,marketing,survey,Complex,9,2025-08-04,Social Media Survey,9
74900040,investment planning,economics,assessment,Simple,10,2025-10-20,Investment Planning Assessment,9
74900041,financial modeling,economics,assessment,Moderate,8,2025-05-19,Financial Modeling Assessment,3
74900042,investment planning,economics,assessment,Simple,10,2025-01-16,Investment Planning Assessment,8
74900043,web development,it,assessment,Simple,5,2025-04-01,Web Development Assessment,7
74900044,content marketing,marketing,assessment,Simple,13,2025-02-17,Content Marketing Assessment,10
74900045,portfolio management,economics,assessment,Simple,8,2025-09-24,Portfolio Management Assessment,3
74900046,cloud computing,it,assessment,Moderate,8,2025-05-10,Cloud Computing Assessment,9
74900047,market analysis,economics,registration,Simple,15,2025-02-07,Market Analysis Registration,5
74900048,cybersecurity,it,application,Complex,10,2025-02-08,Cybersecurity Application,10
74900049,brand management,marketing,application,Complex,9,2024-12-21,Brand Management Application,5
74900050,content marketing,marketing,application,Simple,8,2025-04-23,Content Marketing Application,3
74900051,investment planning,economics,assessment,Complex,14,2025-01-25,Investment Planning Assessment,4
74900052,portfolio management,economics,registration,Simple,15,2025-04-30,Portfolio Management Registration,8
74900053,market analysis,economics,survey,Simple,5,2024-12-24,Market Analysis Survey,9
74900054,brand management,marketing,registration,Complex,7,2025-09-14,Brand Management Registration,6
74900055,brand management,marketing,registration,Simple,9,2025-09-28,Brand Management Registration,12
74900056,market analysis,economics,application,Moderate,15,2025-05-15,Market Analysis Application,7
74900057,social media,marketing,assessment,Moderate,11,2025-04-03,Social Media Assessment,7
74900058,cloud computing,it,assessment,Moderate,7,2025-02-03,Cloud Computing Assessment,7
74900059,market analysis,economics,application,Simple,14,2025-07-11,Market Analysis Application,10
74900060,financial modeling,economics,assessment,Moderate,11,2025-01-25,Financial Modeling Assessment,10
74900061,financial modeling,economics,registration,Simple,11,2025-02-28,Financial Modeling Registration,12
74900062,market analysis,economics,application,Simple,6,2025-02-21,Market Analysis Application,3
74900063,brand management,marketing,assessment,Moderate,13,2025-01-28,Brand Management Assessment,11
74900064,cybersecurity,it,survey,Complex,13,2025-08-08,Cybersecurity Survey,8
74900065,content marketing,marketing,registration,Moderate,7,2024-12-16,Content Marketing Registration,12
74900066,financial modeling,economics,assessment,Moderate,7,2025-06-11,Financial Modeling Assessment,8
74900067,digital marketing,marketing,registration,Complex,9,2025-10-06,Digital Marketing Registration,3
74900068,machine learning,it,registration,Moderate,14,2024-12-19,Machine Learning Registration,10
74900069,data science,it,survey,Moderate,14,2025-08-03,Data Science Survey,12
74900070,social media,marketing,application,Complex,7,2025-04-25,Social Media Application,11
74900071,portfolio management,economics,survey,Moderate,5,2025-08-17,Portfolio Management Survey,12
74900072,digital marketing,marketing,registration,Moderate,8,2025-10-05,Digital Marketing Registration,9
74900073,market analysis,economics,survey,Complex,5,2025-08-09,Market Analysis Survey,9
74900074,cybersecurity,it,assessment,Simple,10,2024-12-20,Cybersecurity Assessment,6
74900075,data science,it,registration,Complex,15,2025-06-08,Data Science Registration,8
74900076,data science,it,registration,Moderate,14,2025-02-06,Data Science Registration,6
74900077,cybersecurity,it,application,Complex,10,2025-09-30,Cybersecurity Application,6
74900078,content marketing,marketing,assessment,Moderate,8,2025-01-19,Content Marketing Assessment,3
74900079,data science,it,application,Complex,6,2025-02-20,Data Science Application,9
74900080,digital marketing,marketing,application,Complex,13,2025-08-20,Digital Marketing Application,8
74900081,portfolio management,economics,assessment,Moderate,7,2025-04-07,Portfolio Management Assessment,9
74900082,investment planning,economics,registration,Complex,7,2025-07-07,Investment Planning Registration,8
74900083,portfolio management,economics,application,Moderate,6,2024-11-20,Portfolio Management Application,4
74900084,content marketing,marketing,registration,Moderate,10,2025-06-05,Content Marketing Registration,10
74900085,cloud computing,it,assessment,Moderate,8,2024-12-20,Cloud Computing Assessment,12
74900086,market analysis,economics,survey,Simple,5,2025-06-14,Market Analysis Survey,5
74900087,investment planning,economics,survey,Simple,13,2025-04-18,Investment Planning Survey,11
74900088,market analysis,economics,assessment,Moderate,9,2024-11-29,Market Analysis Assessment,6
74900089,digital marketing,marketing,registration,Simple,12,2025-01-21,Digital Marketing Registration,5
74900090,content marketing,marketing,survey,Moderate,14,2025-08-11,Content Marketing Survey,5
74900091,cybersecurity,it,survey,Simple,9,2025-05-26,Cybersecurity Survey,8
74900092,financial modeling,economics,survey,Simple,11,2025-03-13,Financial Modeling Survey,12
74900093,data science,it,assessment,Moderate,8,2025-04-11,Data Science Assessment,9
74900094,content marketing,marketing,application,Moderate,5,2025-03-12,Content Marketing Application,6
74900095,financial modeling,economics,registration,Simple,10,2025-04-07,Financial Modeling Registration,6
74900096,web development,it,survey,Complex,7,2024-11-23,Web Development Survey,3
74900097,cybersecurity,it,application,Simple,8,2025-01-17,Cybersecurity Application,7
74900098,market analysis,economics,assessment,Simple,12,2025-07-04,Market Analysis Assessment,6
74900099,digital marketing,marketing,survey,Complex,14,2025-02-07,Digital Marketing Survey,10
74900100,cloud computing,it,survey,Complex,7,2025-07-02,Cloud Computing Survey,12
74900101,brand management,marketing,survey,Complex,11,2025-04-08,Brand Management Survey,5
74900102,social media,marketing,assessment,Complex,10,2025-08-13,Social Media Assessment,7
74900103,financial modeling,economics,registration,Complex,14,2024-11-19,Financial Modeling Registration,9
74900104,cloud computing,it,application,Simple,7,2025-04-27,Cloud Computing Application,7
74900105,investment planning,economics,registration,Moderate,11,2025-06-12,Investment Planning Registration,8
74900106,digital marketing,marketing,application,Simple,9,2025-04-18,Digital Marketing Application,11
74900107,content marketing,marketing,registration,Simple,15,2025-03-03,Content Marketing Registration,12
74900108,machine learning,it,application,Moderate,6,2025-06-03,Machine Learning Application,9
74900109,cloud computing,it,survey,Complex,8,2025-01-24,Cloud Computing Survey,8
74900110,content marketing,marketing,registration,Complex,12,2025-04-12,Content Marketing Registration,12
74900111,investment planning,economics,application,Complex,12,2025-07-02,Investment Planning Application,3
74900112,market analysis,economics,application,Complex,5,2024-12-20,Market Analysis Application,12
74900113,cybersecurity,it,assessment,Simple,12,2025-06-06,Cybersecurity Assessment,5
74900114,brand management,marketing,registration,Complex,15,2025-03-13,Brand Management Registration,6
74900115,machine learning,it,assessment,Moderate,7,2025-08-30,Machine Learning Assessment,10
74900116,market analysis,economics,assessment,Moderate,6,2025-09-24,Market Analysis Assessment,11
74900117,data science,it,application,Simple,13,2025-01-28,Data Science Application,5
74900118,social media,marketing,application,Complex,10,2025-07-22,Social Media Application,6
74900119,social media,marketing,survey,Simple,11,2025-03-05,Social Media Survey,5
74900120,cloud computing,it,assessment,Simple,5,2024-11-03,Cloud Computing Assessment,5
74900121,digital marketing,marketing,survey,Simple,7,2025-06-02,Digital Marketing Survey,4
74900122,machine learning,it,assessment,Complex,8,2024-12-29,Machine Learning Assessment,9
74900123,investment planning,economics,application,Simple,11,2025-07-31,Investment Planning Application,5
74900124,brand management,marketing,survey,Moderate,15,2025-04-27,Brand Management Survey,7
74900125,brand management,marketing,survey,Simple,12,2025-05-23,Brand Management Survey,5
74900126,content marketing,marketing,assessment,Moderate,14,2024-12-28,Content Marketing Assessment,3
74900127,digital marketing,marketing,survey,Moderate,5,2025-08-23,Digital Marketing Survey,12
74900128,investment planning,economics,application,Complex,13,2025-06-11,Investment Planning Application,10
74900129,machine learning,it,survey,Moderate,12,2025-03-07,Machine Learning Survey,11
74900130,market analysis,economics,registration,Simple,5,2025-03-27,Market Analysis Registration,7
74900131,portfolio management,economics,application,Moderate,13,2025-02-26,Portfolio Management Application,9
74900132,data science,it,application,Moderate,9,2025-04-17,Data Science Application,9
74900133,cloud computing,it,assessment,Simple,6,2025-04-29,Cloud Computing Assessment,3
74900134,cloud computing,it,assessment,Moderate,8,2025-03-06,Cloud Computing Assessment,8
74900135,brand management,marketing,registration,Complex,10,2025-10-14,Brand Management Registration,8
74900136,market analysis,economics,application,Simple,10,2025-09-01,Market Analysis Application,11
74900137,digital marketing,marketing,application,Complex,7,2025-07-13,Digital Marketing Application,10
74900138,machine learning,it,registration,Complex,7,2024-12-28,Machine Learning Registration,5
74900139,financial modeling,economics,registration,Simple,8,2024-12-25,Financial Modeling Registration,4
74900140,data science,it,assessment,Moderate,9,2025-03-11,Data Science Assessment,10
74900141,investment planning,economics,registration,Simple,11,2025-05-11,Investment Planning Registration,3
74900142,content marketing,marketing,survey,Moderate,9,2025-07-23,Content Marketing Survey,8
74900143,portfolio management,economics,application,Complex,15,2025-06-28,Portfolio Management Application,4
74900144,financial modeling,economics,survey,Simple,13,2024-12-04,Financial Modeling Survey,10
74900145,web development,it,survey,Simple,8,2025-02-11,Web Development Survey,6
74900146,cloud computing,it,assessment,Complex,13,2025-08-13,Cloud Computing Assessment,5
74900147,portfolio management,economics,application,Complex,14,2025-06-06,Portfolio Management Application,9
74900148,market analysis,economics,assessment,Moderate,12,2025-02-07,Market Analysis Assessment,9
74900149,cybersecurity,it,survey,Simple,11,2025-05-26,Cybersecurity Survey,5
74900150,portfolio management,economics,registration,Complex,13,2025-08-31,Portfolio Management Registration,12
74900151,content marketing,marketing,survey,Moderate,10,2025-04-27,Content Marketing Survey,12
74900152,web development,it,survey,Moderate,9,2025-01-01,Web Development Survey,11
74900153,content marketing,marketing,registration,Simple,14,2025-07-21,Content Marketing Registration,5
74900154,data science,it,registration,Complex,15,2025-05-10,Data Science Registration,12
74900155,portfolio management,economics,survey,Complex,10,2025-03-09,Portfolio Management Survey,5
74900156,brand management,marketing,registration,Complex,5,2025-05-16,Brand Management Registration,10
74900157,portfolio management,economics,survey,Simple,6,2025-03-15,Portfolio Management Survey,7
74900158,market analysis,economics,survey,Moderate,11,2025-04-16,Market Analysis Survey,6
74900159,cloud computing,it,registration,Simple,15,2025-01-22,Cloud Computing Registration,3
74900160,investment planning,economics,application,Complex,10,2025-08-21,Investment Planning Application,8
74900161,investment planning,economics,assessment,Complex,6,2025-09-24,Investment Planning Assessment,6
74900162,financial modeling,economics,survey,Moderate,8,2024-11-16,Financial Modeling Survey,5
74900163,brand management,marketing,registration,Moderate,11,2025-10-12,Brand Management Registration,6
74900164,web development,it,survey,Simple,6,2025-05-15,Web Development Survey,5
74900165,cybersecurity,it,application,Complex,9,2025-09-02,Cybersecurity Application,12
74900166,cloud computing,it,assessment,Complex,9,2025-04-05,Cloud Computing Assessment,10
74900167,data science,it,registration,Moderate,12,2025-01-18,Data Science Registration,4
74900168,digital marketing,marketing,assessment,Simple,14,2025-10-02,Digital Marketing Assessment,7
74900169,financial modeling,economics,assessment,Simple,10,2025-01-26,Financial Modeling Assessment,12
74900170,cloud computing,it,registration,Complex,11,2025-02-02,Cloud Computing Registration,11
74900171,machine learning,it,registration,Complex,9,2025-09-30,Machine Learning Registration,6
74900172,financial modeling,economics,assessment,Moderate,11,2025-10-10,Financial Modeling Assessment,4
74900173,web development,it,assessment,Complex,15,2025-04-16,Web Development Assessment,4
74900174,social media,marketing,registration,Complex,9,2025-02-10,Social Media Registration,3
74900175,brand management,marketing,application,Simple,6,2025-01-19,Brand Management Application,6
74900176,financial modeling,economics,registration,Complex,8,2024-11-27,Financial Modeling Registration,6
74900177,machine learning,it,application,Simple,8,2024-12-19,Machine Learning Application,11
74900178,market analysis,economics,survey,Complex,12,2025-04-19,Market Analysis Survey,7
74900179,market analysis,economics,assessment,Complex,5,2025-08-23,Market Analysis Assessment,4
74900180,machine learning,it,application,Simple,15,2024-11-17,Machine Learning Application,7
74900181,cybersecurity,it,application,Simple,8,2025-02-07,Cybersecurity Application,11
74900182,portfolio management,economics,survey,Complex,14,2025-09-03,Portfolio Management Survey,9
74900183,machine learning,it,survey,Simple,8,2025-01-16,Machine Learning Survey,7
74900184,social media,marketing,registration,Simple,8,2024-12-19,Social Media Registration,4
74900185,investment planning,economics,application,Simple,14,2025-04-26,Investment Planning Application,9
74900186,financial modeling,economics,registration,Complex,10,2024-12-24,Financial Modeling Registration,12
74900187,machine learning,it,registration,Complex,15,2025-02-13,Machine Learning Registration,11
74900188,machine learning,it,application,Moderate,10,2024-12-10,Machine Learning Application,3
74900189,content marketing,marketing,assessment,Complex,14,2025-03-06,Content Marketing Assessment,10
74900190,market analysis,economics,assessment,Simple,13,2025-01-04,Market Analysis Assessment,9
74900191,social media,marketing,survey,Moderate,15,2025-08-18,Social Media Survey,11
74900192,brand management,marketing,assessment,Simple,6,2025-08-13,Brand Management Assessment,3
74900193,web development,it,assessment,Moderate,10,2025-02-23,Web Development Assessment,10
74900194,web development,it,survey,Complex,7,2024-11-25,Web Development Survey,10
74900195,web development,it,assessment,Complex,15,2024-12-05,Web Development Assessment,4
74900196,market analysis,economics,survey,Moderate,12,2024-11-30,Market Analysis Survey,8
74900197,investment planning,economics,survey,Complex,10,2025-03-02,Investment Planning Survey,7
74900198,portfolio management,economics,application,Moderate,10,2025-10-03,Portfolio Management Application,12
74900199,digital marketing,marketing,application,Complex,7,2025-09-08,Digital Marketing Application,5
74900200,digital marketing,marketing,application,Complex,10,2025-03-30,Digital Marketing Application,9
74900201,social media,marketing,application,Simple,13,2025-08-06,Social Media Application,5
74900202,cybersecurity,it,application,Simple,10,2025-10-25,Cybersecurity Application,6
74900203,data science,it,survey,Moderate,5,2025-01-07,Data Science Survey,4
74900204,machine learning,it,application,Moderate,10,2025-09-01,Machine Learning Application,3
74900205,market analysis,economics,registration,Moderate,12,2024-12-14,Market Analysis Registration,9
74900206,cloud computing,it,assessment,Moderate,5,2025-03-01,Cloud Computing Assessment,11
74900207,machine learning,it,assessment,Simple,11,2025-03-24,Machine Learning Assessment,11
74900208,digital marketing,marketing,application,Moderate,6,2025-01-26,Digital Marketing Application,6
74900209,digital marketing,marketing,application,Complex,13,2025-10-23,Digital Marketing Application,9
74900210,web development,it,survey,Moderate,5,2025-04-12,Web Development Survey,10
74900211,cybersecurity,it,application,Simple,14,2025-03-24,Cybersecurity Application,3
74900212,cloud computing,it,survey,Moderate,7,2025-04-24,Cloud Computing Survey,7
74900213,machine learning,it,registration,Moderate,9,2025-06-03,Machine Learning Registration,6
74900214,content marketing,marketing,assessment,Moderate,14,2025-07-03,Content Marketing Assessment,9
74900215,social media,marketing,assessment,Simple,6,2024-11-18,Social Media Assessment,3
74900216,social media,marketing,assessment,Moderate,10,2024-11-22,Social Media Assessment,10
74900217,content marketing,marketing,survey,Simple,15,2025-01-13,Content Marketing Survey,12
74900218,content marketing,marketing,registration,Complex,15,2025-03-04,Content Marketing Registration,6
74900219,investment planning,economics,application,Moderate,11,2025-03-21,Investment Planning Application,8
74900220,web development,it,survey,Moderate,14,2025-07-27,Web Development Survey,4
74900221,portfolio management,economics,survey,Simple,14,2025-07-06,Portfolio Management Survey,11
74900222,brand management,marketing,registration,Simple,10,2025-09-10,Brand Management Registration,4
74900223,digital marketing,marketing,application,Moderate,11,2025-04-19,Digital Marketing Application,8
74900224,digital marketing,marketing,assessment,Moderate,7,2025-05-10,Digital Marketing Assessment,4
74900225,data science,it,registration,Moderate,9,2025-08-31,Data Science Registration,12
74900226,digital marketing,marketing,survey,Simple,15,2025-03-03,Digital Marketing Survey,3
74900227,social media,marketing,application,Simple,14,2024-12-05,Social Media Application,8
74900228,brand management,marketing,survey,Complex,10,2025-09-22,Brand Management Survey,11
74900229,machine learning,it,registration,Complex,6,2025-04-13,Machine Learning Registration,5
74900230,data science,it,survey,Moderate,13,2024-11-20,Data Science Survey,3
74900231,portfolio management,economics,assessment,Complex,9,2025-06-04,Portfolio Management Assessment,8
74900232,content marketing,marketing,assessment,Simple,6,2025-04-24,Content Marketing Assessment,8
74900233,machine learning,it,registration,Complex,5,2025-06-30,Machine Learning Registration,11
74900234,brand management,marketing,survey,Moderate,6,2024-12-12,Brand Management Survey,11
74900235,social media,marketing,registration,Moderate,5,2025-04-20,Social Media Registration,7
74900236,machine learning,it,assessment,Complex,11,2025-09-02,Machine Learning Assessment,7
74900237,cybersecurity,it,registration,Moderate,9,2025-01-03,Cybersecurity Registration,7
74900238,content marketing,marketing,application,Complex,15,2024-12-07,Content Marketing Application,7
74900239,brand management,marketing,survey,Complex,11,2025-10-07,Brand Management Survey,3
74900240,financial modeling,economics,survey,Simple,7,2024-11-29,Financial Modeling Survey,7
74900241,data science,it,survey,Complex,5,2025-03-19,Data Science Survey,8
74900242,content marketing,marketing,registration,Moderate,11,2025-07-04,Content Marketing Registration,5
74900243,portfolio management,economics,survey,Complex,12,2024-12-17,Portfolio Management Survey,8
74900244,cloud computing,it,assessment,Simple,5,2025-02-20,Cloud Computing Assessment,5
74900245,social media,marketing,application,Complex,6,2025-07-12,Social Media Application,10
74900246,cloud computing,it,registration,Moderate,13,2025-10-07,Cloud Computing Registration,5
74900247,machine learning,it,assessment,Complex,9,2025-06-10,Machine Learning Assessment,12
74900248,portfolio management,economics,survey,Simple,14,2025-02-06,Portfolio Management Survey,11
74900249,portfolio management,economics,survey,Moderate,14,2024-12-29,Portfolio Management Survey,11
74900250,market analysis,economics,application,Simple,6,2025-10-03,Market Analysis Application,12
74900251,cloud computing,it,assessment,Simple,7,2025-04-11,Cloud Computing Assessment,3
74900252,machine learning,it,application,Complex,5,2025-10-04,Machine Learning Application,10
74900253,financial modeling,economics,assessment,Complex,6,2025-05-04,Financial Modeling Assessment,9
74900254,content marketing,marketing,assessment,Complex,11,2025-04-25,Content Marketing Assessment,7
74900255,content marketing,marketing,registration,Complex,5,2025-01-09,Content Marketing Registration,10
74900256,investment planning,economics,application,Simple,15,2025-04-11,Investment Planning Application,8
74900257,content marketing,marketing,registration,Simple,15,2025-09-23,Content Marketing Registration,10
74900258,social media,marketing,application,Moderate,15,2025-08-09,Social Media Application,4
74900259,content marketing,marketing,survey,Moderate,10,2025-09-08,Content Marketing Survey,10
74900260,cloud computing,it,application,Simple,5,2025-06-24,Cloud Computing Application,6
74900261,brand management,marketing,application,Complex,11,2025-07-02,Brand Management Application,4
74900262,web development,it,registration,Simple,11,2025-01-13,Web Development Registration,10
74900263,web development,it,survey,Moderate,12,2025-10-16,Web Development Survey,11
74900264,digital marketing,marketing,registration,Moderate,15,2025-01-27,Digital Marketing Registration,8
74900265,web development,it,application,Simple,11,2025-05-28,Web Development Application,3
74900266,data science,it,survey,Moderate,10,2024-12-26,Data Science Survey,7
74900267,social media,marketing,application,Moderate,14,2025-06-19,Social Media Application,12
74900268,digital marketing,marketing,application,Complex,9,2025-02-15,Digital Marketing Application,9
74900269,brand management,marketing,survey,Complex,8,2025-10-12,Brand Management Survey,4
74900270,content marketing,marketing,registration,Simple,8,2025-08-18,Content Marketing Registration,5
74900271,content marketing,marketing,survey,Moderate,15,2025-02-04,Content Marketing Survey,7
74900272,digital marketing,marketing,survey,Complex,8,2025-04-23,Digital Marketing Survey,11
74900273,investment planning,economics,application,Moderate,6,2024-12-03,Investment Planning Application,5
74900274,financial modeling,economics,assessment,Simple,11,2024-11-26,Financial Modeling Assessment,10
74900275,brand management,marketing,registration,Complex,9,2025-08-29,Brand Management Registration,4
74900276,social media,marketing,application,Moderate,15,2025-10-15,Social Media Application,9
74900277,financial modeling,economics,registration,Complex,13,2025-04-29,Financial Modeling Registration,7
74900278,brand management,marketing,application,Moderate,5,2025-03-02,Brand Management Application,3
74900279,social media,marketing,assessment,Simple,15,2025-07-29,Social Media Assessment,11
74900280,machine learning,it,survey,Complex,14,2025-03-29,Machine Learning Survey,10
74900281,social media,marketing,application,Complex,15,2025-07-09,Social Media Application,3
74900282,financial modeling,economics,survey,Moderate,6,2025-05-26,Financial Modeling Survey,12
74900283,data science,it,assessment,Complex,8,2025-01-11,Data Science Assessment,6
74900284,financial modeling,economics,application,Complex,10,2025-07-24,Financial Modeling Application,8
74900285,digital marketing,marketing,application,Complex,8,2025-01-15,Digital Marketing Application,6
