record_id,keyword,category,form_type,complexity,num_fields,created_date,form_title,estimated_time
61200001,digital marketing,marketing,survey,Simple,15,2025-02-23,Digital Marketing Survey,3
61200002,cybersecurity,it,survey,Moderate,13,2025-07-31,Cybersecurity Survey,5
61200003,machine learning,it,registration,Simple,13,2025-09-01,Machine Learning Registration,11
61200004,financial modeling,economics,registration,Simple,6,2025-05-22,Financial Modeling Registration,6
61200005,social media,marketing,registration,Moderate,10,2025-06-21,Social Media Registration,7
61200006,portfolio management,economics,survey,Complex,6,2025-08-07,Portfolio Management Survey,6
61200007,social media,marketing,survey,Simple,11,2025-02-10,Social Media Survey,4
61200008,social media,marketing,registration,Moderate,11,2025-01-15,Social Media Registration,3
61200009,investment planning,economics,registration,Simple,14,2025-04-19,Investment Planning Registration,10
61200010,financial modeling,economics,assessment,Complex,14,2025-08-26,Financial Modeling Assessment,4
61200011,portfolio management,economics,survey,Complex,14,2024-12-12,Portfolio Management Survey,8
61200012,machine learning,it,survey,Complex,9,2025-08-20,Machine Learning Survey,10
61200013,web development,it,survey,Simple,8,2025-10-25,Web Development Survey,5
61200014,financial modeling,economics,application,Simple,11,2025-08-03,Financial Modeling Application,6
61200015,content marketing,marketing,application,Moderate,5,2025-04-11,Content Marketing Application,11
61200016,brand management,marketing,survey,Complex,5,2024-11-23,Brand Management Survey,7
61200017,web development,it,application,Complex,10,2025-03-23,Web Development Application,8
61200018,digital marketing,marketing,application,Complex,6,2024-12-08,Digital Marketing Application,9
61200019,financial modeling,economics,application,Complex,13,2025-10-04,Financial Modeling Application,5
61200020,cloud computing,it,survey,Complex,12,2025-09-27,Cloud Computing Survey,10
61200021,digital marketing,marketing,application,Simple,7,2025-08-17,Digital Marketing Application,7
61200022,brand management,marketing,registration,Complex,6,2025-02-11,Brand Management Registration,8
61200023,brand management,marketing,survey,Simple,11,2024-12-07,Brand Management Survey,8
61200024,cloud computing,it,survey,Complex,12,2025-05-05,Cloud Computing Survey,7
61200025,machine learning,it,survey,Moderate,13,2025-04-01,Machine Learning Survey,5
61200026,digital marketing,marketing,application,Complex,7,2025-07-25,Digital Marketing Application,9
61200027,machine learning,it,application,Moderate,8,2025-06-02,Machine Learning Application,5
61200028,brand management,marketing,survey,Simple,10,2025-05-22,Brand Management Survey,6
61200029,digital marketing,marketing,application,Simple,9,2025-06-11,Digital Marketing Application,6
61200030,financial modeling,economics,registration,Moderate,7,2025-06-07,Financial Modeling Registration,6
61200031,data science,it,survey,Complex,9,2025-10-09,Data Science Survey,9
61200032,brand management,marketing,assessment,Complex,6,2025-05-17,Brand Management Assessment,4
61200033,digital marketing,marketing,assessment,Complex,13,2025-10-16,Digital Marketing Assessment,6
61200034,cloud computing,it,assessment,Complex,13,2025-04-16,Cloud Computing Assessment,7
61200035,data science,it,survey,Simple,11,2024-10-31,Data Science Survey,9
61200036,investment planning,economics,registration,Complex,11,2025-09-06,Investment Planning Registration,3
61200037,brand management,marketing,registration,Complex,6,2025-10-15,Brand Management Registration,12
61200038,data science,it,assessment,Complex,7,2025-03-23,Data Science Assessment,12
61200039,cybersecurity,it,survey,Moderate,15,2025-09-23,Cybersecurity Survey,5
61200040,cloud computing,it,application,Simple,14,2025-06-06,Cloud Computing Application,3
61200041,data science,it,application,Simple,14,2025-06-15,Data Science Application,9
61200042,brand management,marketing,application,Complex,10,2025-06-28,Brand Management Application,4
61200043,data science,it,application,Moderate,12,2024-11-04,Data Science Application,7
61200044,social media,marketing,survey,Simple,9,2025-08-21,Social Media Survey,10
61200045,data science,it,application,Moderate,7,2025-10-06,Data Science Application,9
61200046,brand management,marketing,assessment,Complex,8,2025-07-15,Brand Management Assessment,4
61200047,web development,it,assessment,Moderate,11,2025-07-03,Web Development Assessment,7
61200048,portfolio management,economics,survey,Simple,10,2025-05-15,Portfolio Management Survey,4
61200049,machine learning,it,application,Complex,15,2025-05-29,Machine Learning Application,12
61200050,brand management,marketing,application,Moderate,13,2025-01-19,Brand Management Application,10
61200051,cybersecurity,it,survey,Complex,9,2025-05-18,Cybersecurity Survey,3
61200052,investment planning,economics,application,Moderate,7,2025-08-23,Investment Planning Application,6
61200053,digital marketing,marketing,registration,Simple,9,2024-12-17,Digital Marketing Registration,11
61200054,cybersecurity,it,survey,Simple,7,2025-06-10,Cybersecurity Survey,9
61200055,financial modeling,economics,survey,Complex,13,2025-05-19,Financial Modeling Survey,12
61200056,cybersecurity,it,survey,Complex,13,2024-11-26,Cybersecurity Survey,8
61200057,data science,it,application,Simple,9,2025-02-14,Data Science Application,9
61200058,digital marketing,marketing,application,Moderate,9,2025-06-01,Digital Marketing Application,12
61200059,web development,it,application,Simple,5,2025-03-22,Web Development Application,8
61200060,web development,it,application,Moderate,9,2025-05-10,Web Development Application,6
61200061,market analysis,economics,registration,Complex,6,2025-05-29,Market Analysis Registration,6
61200062,financial modeling,economics,assessment,Complex,11,2024-12-24,Financial Modeling Assessment,9
61200063,investment planning,economics,survey,Moderate,10,2025-07-19,Investment Planning Survey,11
61200064,financial modeling,economics,survey,Moderate,6,2025-07-20,Financial Modeling Survey,11
61200065,social media,marketing,application,Complex,6,2025-02-26,Social Media Application,8
61200066,financial modeling,economics,registration,Simple,12,2025-03-03,Financial Modeling Registration,12
61200067,market analysis,economics,application,Moderate,6,2024-11-05,Market Analysis Application,3
61200068,brand management,marketing,survey,Simple,10,2025-06-08,Brand Management Survey,4
61200069,machine learning,it,survey,Complex,7,2025-05-20,Machine Learning Survey,10
61200070,market analysis,economics,registration,Moderate,12,2024-12-20,Market Analysis Registration,10
61200071,content marketing,marketing,survey,Simple,15,2025-02-24,Content Marketing Survey,10
61200072,web development,it,survey,Simple,13,2025-06-15,Web Development Survey,11
61200073,cloud computing,it,survey,Simple,5,2025-08-12,Cloud Computing Survey,12
61200074,cybersecurity,it,application,Simple,15,2025-04-06,Cybersecurity Application,6
61200075,brand management,marketing,assessment,Moderate,14,2025-01-25,Brand Management Assessment,8
61200076,content marketing,marketing,registration,Complex,12,2025-02-25,Content Marketing Registration,7
61200077,content marketing,marketing,application,Complex,9,2025-02-15,Content Marketing Application,10
61200078,cloud computing,it,registration,Moderate,11,2025-05-17,Cloud Computing Registration,3
61200079,market analysis,economics,assessment,Simple,13,2025-01-05,Market Analysis Assessment,7
61200080,portfolio management,economics,assessment,Complex,15,2025-04-29,Portfolio Management Assessment,11
61200081,machine learning,it,registration,Moderate,13,2025-03-13,Machine Learning Registration,6
61200082,web development,it,survey,Simple,9,2025-05-05,Web Development Survey,9
61200083,web development,it,application,Moderate,11,2025-01-15,Web Development Application,9
61200084,web development,it,application,Complex,7,2025-10-08,Web Development Application,3
61200085,brand management,marketing,application,Moderate,13,2025-07-19,Brand Management Application,7
61200086,content marketing,marketing,survey,Moderate,11,2025-06-13,Content Marketing Survey,5
61200087,brand management,marketing,survey,Complex,6,2025-08-04,Brand Management Survey,5
61200088,digital marketing,marketing,assessment,Moderate,15,2025-10-19,Digital Marketing Assessment,3
61200089,cloud computing,it,registration,Complex,11,2025-08-20,Cloud Computing Registration,8
61200090,portfolio management,economics,registration,Moderate,5,2025-10-17,Portfolio Management Registration,3
61200091,web development,it,survey,Simple,12,2025-09-01,Web Development Survey,10
61200092,data science,it,survey,Simple,13,2025-05-19,Data Science Survey,3
61200093,machine learning,it,survey,Moderate,12,2025-05-06,Machine Learning Survey,9
61200094,social media,marketing,application,Complex,5,2025-03-13,Social Media Application,9
61200095,digital marketing,marketing,assessment,Complex,15,2025-01-09,Digital Marketing Assessment,3
61200096,investment planning,economics,registration,Simple,12,2025-08-09,Investment Planning Registration,7
61200097,financial modeling,economics,registration,Complex,15,2025-03-21,Financial Modeling Registration,8
61200098,cloud computing,it,application,Moderate,5,2025-04-10,Cloud Computing Application,12
61200099,cloud computing,it,registration,Simple,6,2025-10-07,Cloud Computing Registration,3
61200100,investment planning,economics,assessment,Complex,7,2025-02-22,Investment Planning Assessment,3
61200101,market analysis,economics,survey,Complex,9,2025-10-03,Market Analysis Survey,9
61200102,cloud computing,it,registration,Simple,9,2025-05-08,Cloud Computing Registration,6
61200103,financial modeling,economics,survey,Moderate,10,2025-05-20,Financial Modeling Survey,11
61200104,cloud computing,it,assessment,Complex,11,2025-09-15,Cloud Computing Assessment,12
61200105,machine learning,it,registration,Simple,6,2025-03-15,Machine Learning Registration,9
61200106,content marketing,marketing,registration,Complex,12,2025-09-14,Content Marketing Registration,6
61200107,web development,it,application,Moderate,8,2025-09-09,Web Development Application,7
61200108,market analysis,economics,survey,Complex,11,2025-07-19,Market Analysis Survey,7
61200109,brand management,marketing,application,Moderate,8,2025-07-07,Brand Management Application,3
61200110,cybersecurity,it,application,Simple,5,2025-07-16,Cybersecurity Application,3
61200111,social media,marketing,registration,Complex,11,2025-03-13,Social Media Registration,12
61200112,cloud computing,it,registration,Complex,10,2024-12-25,Cloud Computing Registration,10
61200113,financial modeling,economics,survey,Simple,15,2025-05-25,Financial Modeling Survey,7
61200114,cloud computing,it,registration,Complex,15,2024-11-21,Cloud Computing Registration,8
61200115,brand management,marketing,registration,Simple,6,2025-10-25,Brand Management Registration,4
61200116,machine learning,it,assessment,Moderate,8,2025-03-01,Machine Learning Assessment,6
61200117,data science,it,registration,Moderate,9,2024-11-22,Data Science Registration,7
61200118,portfolio management,economics,registration,Simple,6,2025-06-26,Portfolio Management Registration,7
61200119,investment planning,economics,application,Complex,14,2024-12-09,Investment Planning Application,12
61200120,web development,it,assessment,Moderate,13,2025-08-13,Web Development Assessment,6
61200121,market analysis,economics,application,Complex,13,2025-06-10,Market Analysis Application,12
61200122,market analysis,economics,application,Moderate,13,2025-04-04,Market Analysis Application,6
61200123,social media,marketing,application,Moderate,15,2025-08-29,Social Media Application,12
61200124,financial modeling,economics,registration,Simple,11,2025-03-25,Financial Modeling Registration,6
61200125,social media,marketing,application,Simple,12,2025-06-30,Social Media Application,5
61200126,machine learning,it,survey,Moderate,7,2024-10-30,Machine Learning Survey,6
61200127,web development,it,survey,Complex,12,2024-11-23,Web Development Survey,4
61200128,brand management,marketing,registration,Moderate,5,2025-01-22,Brand Management Registration,6
61200129,social media,marketing,assessment,Moderate,9,2025-03-01,Social Media Assessment,12
61200130,brand management,marketing,registration,Moderate,6,2025-07-27,Brand Management Registration,9
61200131,portfolio management,economics,application,Simple,12,2025-05-02,Portfolio Management Application,11
61200132,cybersecurity,it,registration,Moderate,9,2024-11-29,Cybersecurity Registration,9
61200133,investment planning,economics,registration,Complex,13,2025-03-22,Investment Planning Registration,4
61200134,investment planning,economics,registration,Complex,12,2025-05-23,Investment Planning Registration,7
61200135,financial modeling,economics,application,Complex,9,2025-05-22,Financial Modeling Application,10
61200136,financial modeling,economics,registration,Complex,15,2025-09-07,Financial Modeling Registration,7
61200137,social media,marketing,survey,Simple,11,2025-04-22,Social Media Survey,4
61200138,financial modeling,economics,survey,Complex,11,2024-12-01,Financial Modeling Survey,6
61200139,market analysis,economics,registration,Simple,9,2024-12-16,Market Analysis Registration,7
61200140,financial modeling,economics,registration,Simple,11,2025-09-02,Financial Modeling Registration,3
61200141,cloud computing,it,assessment,Simple,6,2025-04-04,Cloud Computing Assessment,10
61200142,cloud computing,it,application,Simple,11,2025-01-02,Cloud Computing Application,6
61200143,machine learning,it,application,Simple,9,2025-06-24,Machine Learning Application,12
61200144,financial modeling,economics,registration,Moderate,5,2025-09-01,Financial Modeling Registration,11
61200145,investment planning,economics,registration,Moderate,14,2025-04-17,Investment Planning Registration,12
61200146,cybersecurity,it,survey,Moderate,6,2025-06-01,Cybersecurity Survey,3
61200147,web development,it,application,Simple,6,2025-08-23,Web Development Application,12
61200148,brand management,marketing,survey,Complex,7,2025-03-10,Brand Management Survey,7
61200149,market analysis,economics,application,Complex,11,2025-09-05,Market Analysis Application,12
61200150,data science,it,registration,Moderate,8,2025-03-13,Data Science Registration,9
61200151,investment planning,economics,application,Simple,8,2025-08-03,Investment Planning Application,11
61200152,cybersecurity,it,application,Moderate,6,2025-01-27,Cybersecurity Application,4
61200153,cloud computing,it,assessment,Complex,10,2024-12-05,Cloud Computing Assessment,8
61200154,market analysis,economics,registration,Simple,8,2024-10-28,Market Analysis Registration,10
61200155,machine learning,it,survey,Simple,12,2025-01-14,Machine Learning Survey,3
61200156,content marketing,marketing,assessment,Moderate,10,2025-10-10,Content Marketing Assessment,10
61200157,data science,it,survey,Complex,10,2025-10-04,Data Science Survey,9
61200158,portfolio management,economics,application,Complex,6,2024-12-07,Portfolio Management Application,11
61200159,digital marketing,marketing,application,Simple,13,2024-11-27,Digital Marketing Application,6
61200160,cloud computing,it,application,Complex,5,2024-12-30,Cloud Computing Application,6
61200161,social media,marketing,registration,Moderate,10,2025-06-07,Social Media Registration,3
61200162,investment planning,economics,survey,Moderate,13,2025-02-12,Investment Planning Survey,8
61200163,investment planning,economics,survey,Moderate,9,2025-05-15,Investment Planning Survey,4
61200164,portfolio management,economics,assessment,Simple,5,2025-01-16,Portfolio Management Assessment,5
61200165,market analysis,economics,application,Moderate,10,2024-11-08,Market Analysis Application,3
61200166,brand management,marketing,assessment,Complex,13,2024-11-25,Brand Management Assessment,5
61200167,cybersecurity,it,application,Complex,6,2025-10-06,Cybersecurity Application,10
61200168,brand management,marketing,assessment,Moderate,8,2024-12-20,Brand Management Assessment,12
61200169,content marketing,marketing,survey,Complex,5,2025-08-24,Content Marketing Survey,12
61200170,digital marketing,marketing,assessment,Moderate,15,2025-07-29,Digital Marketing Assessment,11
61200171,cybersecurity,it,survey,Moderate,6,2025-06-03,Cybersecurity Survey,7
61200172,financial modeling,economics,application,Complex,5,2025-02-12,Financial Modeling Application,10
61200173,content marketing,marketing,assessment,Moderate,13,2025-02-25,Content Marketing Assessment,6
