record_id,keyword,category,form_type,complexity,num_fields,created_date,form_title,estimated_time
5300001,financial modeling,economics,assessment,Moderate,7,2025-05-31,Financial Modeling Assessment,8
5300002,content marketing,marketing,application,Simple,13,2025-09-27,Content Marketing Application,6
5300003,web development,it,registration,Moderate,12,2025-01-26,Web Development Registration,7
5300004,cloud computing,it,assessment,Moderate,11,2025-07-04,Cloud Computing Assessment,6
5300005,digital marketing,marketing,registration,Moderate,7,2024-11-24,Digital Marketing Registration,8
5300006,financial modeling,economics,assessment,Complex,5,2025-04-08,Financial Modeling Assessment,6
5300007,cybersecurity,it,survey,Moderate,8,2024-11-17,Cybersecurity Survey,11
5300008,cybersecurity,it,survey,Complex,13,2025-05-05,Cybersecurity Survey,11
5300009,social media,marketing,registration,Simple,13,2025-09-12,Social Media Registration,12
5300010,cybersecurity,it,registration,Moderate,5,2025-07-04,Cybersecurity Registration,11
5300011,machine learning,it,assessment,Moderate,6,2025-09-02,Machine Learning Assessment,9
5300012,social media,marketing,registration,Simple,12,2025-04-23,Social Media Registration,12
5300013,social media,marketing,assessment,Complex,14,2025-07-29,Social Media Assessment,11
5300014,cloud computing,it,survey,Moderate,15,2024-12-26,Cloud Computing Survey,11
5300015,digital marketing,marketing,application,Complex,12,2025-04-26,Digital Marketing Application,3
5300016,cybersecurity,it,registration,Complex,7,2025-03-12,Cybersecurity Registration,3
5300017,cloud computing,it,registration,Simple,10,2025-08-05,Cloud Computing Registration,9
5300018,financial modeling,economics,assessment,Complex,13,2025-05-19,Financial Modeling Assessment,3
5300019,brand management,marketing,registration,Moderate,8,2025-10-18,Brand Management Registration,7
5300020,investment planning,economics,assessment,Moderate,15,2025-09-02,Investment Planning Assessment,7
5300021,financial modeling,economics,survey,Simple,5,2025-05-12,Financial Modeling Survey,5
5300022,content marketing,marketing,registration,Simple,8,2025-07-24,Content Marketing Registration,6
5300023,financial modeling,economics,application,Moderate,8,2025-05-19,Financial Modeling Application,9
5300024,cloud computing,it,assessment,Complex,11,2025-08-20,Cloud Computing Assessment,9
5300025,financial modeling,economics,survey,Complex,8,2024-12-09,Financial Modeling Survey,3
5300026,market analysis,economics,assessment,Simple,14,2024-11-20,Market Analysis Assessment,9
5300027,content marketing,marketing,registration,Complex,15,2025-07-29,Content Marketing Registration,7
5300028,machine learning,it,registration,Complex,7,2025-01-10,Machine Learning Registration,7
5300029,data science,it,application,Moderate,9,2025-08-16,Data Science Application,11
5300030,content marketing,marketing,application,Moderate,11,2025-08-10,Content Marketing Application,9
5300031,data science,it,application,Simple,11,2025-08-17,Data Science Application,4
5300032,machine learning,it,assessment,Complex,11,2025-04-02,Machine Learning Assessment,11
