record_id,keyword,category,form_type,complexity,num_fields,created_date,form_title,estimated_time
60700001,cloud computing,it,registration,Moderate,14,2025-07-10,Cloud Computing Registration,3
60700002,portfolio management,economics,survey,Moderate,13,2024-12-04,Portfolio Management Survey,3
60700003,investment planning,economics,survey,Simple,9,2024-10-27,Investment Planning Survey,11
60700004,digital marketing,marketing,assessment,Complex,15,2025-03-25,Digital Marketing Assessment,8
60700005,cybersecurity,it,survey,Complex,5,2025-06-30,Cybersecurity Survey,8
60700006,investment planning,economics,application,Complex,8,2025-07-27,Investment Planning Application,8
60700007,digital marketing,marketing,registration,Complex,14,2025-01-30,Digital Marketing Registration,4
60700008,social media,marketing,assessment,Simple,14,2024-11-25,Social Media Assessment,12
60700009,cloud computing,it,survey,Complex,12,2025-10-20,Cloud Computing Survey,7
60700010,machine learning,it,application,Moderate,12,2024-12-01,Machine Learning Application,10
60700011,investment planning,economics,application,Simple,10,2025-06-05,Investment Planning Application,5
60700012,cybersecurity,it,survey,Complex,8,2024-11-15,Cybersecurity Survey,11
60700013,social media,marketing,application,Moderate,11,2025-09-09,Social Media Application,10
60700014,digital marketing,marketing,survey,Complex,10,2024-12-01,Digital Marketing Survey,9
60700015,machine learning,it,survey,Moderate,14,2025-04-09,Machine Learning Survey,12
60700016,brand management,marketing,survey,Moderate,8,2025-05-02,Brand Management Survey,6
60700017,market analysis,economics,assessment,Simple,15,2025-04-25,Market Analysis Assessment,6
60700018,social media,marketing,assessment,Simple,9,2025-02-15,Social Media Assessment,11
60700019,market analysis,economics,registration,Complex,12,2025-02-16,Market Analysis Registration,11
60700020,social media,marketing,registration,Moderate,7,2025-01-26,Social Media Registration,5
60700021,content marketing,marketing,survey,Moderate,12,2025-05-08,Content Marketing Survey,9
60700022,cybersecurity,it,application,Simple,11,2025-04-15,Cybersecurity Application,8
60700023,brand management,marketing,application,Simple,5,2025-03-20,Brand Management Application,12
60700024,machine learning,it,registration,Moderate,9,2025-07-27,Machine Learning Registration,10
60700025,content marketing,marketing,assessment,Complex,7,2024-12-22,Content Marketing Assessment,5
60700026,content marketing,marketing,assessment,Moderate,7,2024-11-29,Content Marketing Assessment,11
60700027,data science,it,application,Complex,9,2025-08-31,Data Science Application,3
60700028,investment planning,economics,application,Complex,9,2025-09-23,Investment Planning Application,7
60700029,cloud computing,it,assessment,Moderate,14,2025-05-15,Cloud Computing Assessment,3
60700030,web development,it,registration,Complex,15,2025-01-04,Web Development Registration,6
60700031,portfolio management,economics,assessment,Moderate,15,2025-10-09,Portfolio Management Assessment,9
60700032,web development,it,application,Complex,15,2025-01-23,Web Development Application,8
60700033,web development,it,assessment,Simple,12,2025-09-22,Web Development Assessment,12
60700034,portfolio management,economics,assessment,Simple,14,2024-12-25,Portfolio Management Assessment,11
60700035,social media,marketing,registration,Moderate,7,2024-12-07,Social Media Registration,6
60700036,cybersecurity,it,assessment,Simple,11,2025-03-26,Cybersecurity Assessment,10
60700037,social media,marketing,assessment,Moderate,6,2025-09-08,Social Media Assessment,7
60700038,market analysis,economics,registration,Simple,11,2024-10-26,Market Analysis Registration,4
60700039,investment planning,economics,assessment,Complex,9,2025-06-02,Investment Planning Assessment,6
60700040,social media,marketing,assessment,Moderate,15,2025-04-16,Social Media Assessment,8
60700041,brand management,marketing,registration,Moderate,5,2024-10-27,Brand Management Registration,11
