record_id,keyword,category,form_type,complexity,num_fields,created_date,form_title,estimated_time
3000001,data science,it,application,Moderate,10,2025-09-15,Data Science Application,9
3000002,cybersecurity,it,registration,Moderate,9,2025-07-27,Cybersecurity Registration,7
3000003,cloud computing,it,registration,Simple,7,2025-05-29,Cloud Computing Registration,8
3000004,web development,it,application,Moderate,6,2025-02-01,Web Development Application,7
3000005,content marketing,marketing,registration,Moderate,9,2025-04-28,Content Marketing Registration,3
3000006,cloud computing,it,registration,Simple,15,2025-07-06,Cloud Computing Registration,3
3000007,portfolio management,economics,assessment,Moderate,13,2024-11-08,Portfolio Management Assessment,5
3000008,portfolio management,economics,registration,Simple,5,2025-01-06,Portfolio Management Registration,12
3000009,portfolio management,economics,assessment,Moderate,9,2025-08-21,Portfolio Management Assessment,6
3000010,machine learning,it,survey,Moderate,11,2025-08-22,Machine Learning Survey,9
3000011,investment planning,economics,assessment,Complex,10,2025-01-10,Investment Planning Assessment,11
3000012,content marketing,marketing,application,Moderate,13,2025-01-25,Content Marketing Application,7
3000013,investment planning,economics,registration,Moderate,14,2025-07-10,Investment Planning Registration,4
3000014,cybersecurity,it,registration,Simple,7,2025-03-23,Cybersecurity Registration,4
3000015,brand management,marketing,registration,Simple,8,2024-12-28,Brand Management Registration,11
3000016,cybersecurity,it,survey,Moderate,12,2025-05-06,Cybersecurity Survey,10
3000017,social media,marketing,application,Simple,14,2024-12-20,Social Media Application,7
3000018,market analysis,economics,survey,Moderate,5,2025-01-30,Market Analysis Survey,4
3000019,social media,marketing,survey,Simple,8,2025-01-12,Social Media Survey,10
3000020,investment planning,economics,registration,Moderate,6,2024-12-07,Investment Planning Registration,10
3000021,social media,marketing,application,Complex,15,2025-09-07,Social Media Application,10
3000022,investment planning,economics,survey,Complex,12,2025-10-14,Investment Planning Survey,8
3000023,market analysis,economics,registration,Complex,8,2025-07-01,Market Analysis Registration,11
3000024,cybersecurity,it,application,Simple,8,2024-11-04,Cybersecurity Application,7
3000025,web development,it,registration,Moderate,15,2025-09-24,Web Development Registration,9
3000026,machine learning,it,assessment,Moderate,14,2025-05-04,Machine Learning Assessment,11
3000027,brand management,marketing,registration,Simple,11,2025-03-28,Brand Management Registration,4
3000028,cloud computing,it,application,Complex,6,2025-04-27,Cloud Computing Application,11
3000029,investment planning,economics,registration,Simple,7,2025-02-28,Investment Planning Registration,7
3000030,social media,marketing,assessment,Complex,15,2025-07-23,Social Media Assessment,8
3000031,social media,marketing,application,Complex,13,2025-02-26,Social Media Application,10
3000032,market analysis,economics,assessment,Complex,7,2025-07-13,Market Analysis Assessment,5
3000033,investment planning,economics,survey,Simple,13,2025-07-14,Investment Planning Survey,9
3000034,market analysis,economics,assessment,Simple,12,2024-12-11,Market Analysis Assessment,12
3000035,cybersecurity,it,assessment,Simple,10,2025-02-15,Cybersecurity Assessment,11
3000036,digital marketing,marketing,survey,Moderate,15,2025-07-26,Digital Marketing Survey,8
3000037,data science,it,survey,Complex,7,2025-10-09,Data Science Survey,6
3000038,content marketing,marketing,survey,Complex,7,2024-11-04,Content Marketing Survey,10
3000039,portfolio management,economics,survey,Moderate,11,2025-03-22,Portfolio Management Survey,12
3000040,cybersecurity,it,registration,Simple,11,2024-12-22,Cybersecurity Registration,3
3000041,data science,it,assessment,Simple,13,2025-08-24,Data Science Assessment,7
3000042,web development,it,registration,Complex,14,2025-08-24,Web Development Registration,6
3000043,portfolio management,economics,survey,Complex,14,2025-07-02,Portfolio Management Survey,5
3000044,content marketing,marketing,registration,Moderate,7,2025-09-04,Content Marketing Registration,4
3000045,social media,marketing,survey,Complex,7,2025-07-01,Social Media Survey,7
3000046,investment planning,economics,application,Complex,13,2025-02-24,Investment Planning Application,12
