record_id,keyword,category,form_type,complexity,num_fields,created_date,form_title,estimated_time
35800001,machine learning,it,registration,Complex,9,2024-12-02,Machine Learning Registration,8
35800002,investment planning,economics,application,Moderate,11,2025-01-15,Investment Planning Application,9
35800003,financial modeling,economics,registration,Complex,13,2025-04-30,Financial Modeling Registration,9
35800004,digital marketing,marketing,assessment,Simple,6,2025-08-21,Digital Marketing Assessment,7
35800005,machine learning,it,application,Simple,8,2025-06-25,Machine Learning Application,4
35800006,data science,it,assessment,Simple,8,2025-04-05,Data Science Assessment,5
35800007,machine learning,it,survey,Complex,8,2025-09-12,Machine Learning Survey,6
35800008,investment planning,economics,application,Complex,6,2024-12-13,Investment Planning Application,6
35800009,cybersecurity,it,assessment,Moderate,15,2024-12-07,Cybersecurity Assessment,5
35800010,financial modeling,economics,survey,Complex,13,2024-10-26,Financial Modeling Survey,4
35800011,cybersecurity,it,survey,Simple,14,2025-06-10,Cybersecurity Survey,3
35800012,digital marketing,marketing,application,Moderate,5,2025-02-20,Digital Marketing Application,12
35800013,market analysis,economics,survey,Complex,6,2025-04-13,Market Analysis Survey,12
35800014,cybersecurity,it,survey,Moderate,7,2025-03-25,Cybersecurity Survey,8
35800015,data science,it,survey,Moderate,12,2025-05-29,Data Science Survey,5
35800016,market analysis,economics,application,Simple,9,2025-04-17,Market Analysis Application,7
35800017,portfolio management,economics,registration,Simple,10,2024-11-08,Portfolio Management Registration,4
35800018,machine learning,it,registration,Simple,8,2025-03-21,Machine Learning Registration,12
35800019,market analysis,economics,survey,Simple,12,2024-11-20,Market Analysis Survey,3
35800020,content marketing,marketing,application,Simple,13,2025-09-26,Content Marketing Application,5
35800021,cybersecurity,it,survey,Complex,10,2025-06-27,Cybersecurity Survey,11
35800022,investment planning,economics,survey,Complex,6,2025-06-27,Investment Planning Survey,3
35800023,social media,marketing,application,Complex,6,2025-08-24,Social Media Application,6
35800024,digital marketing,marketing,application,Moderate,15,2025-03-13,Digital Marketing Application,4
35800025,data science,it,survey,Moderate,5,2025-09-22,Data Science Survey,6
35800026,market analysis,economics,survey,Moderate,8,2025-10-10,Market Analysis Survey,4
35800027,brand management,marketing,registration,Moderate,6,2025-10-07,Brand Management Registration,9
35800028,portfolio management,economics,survey,Simple,6,2024-12-09,Portfolio Management Survey,6
35800029,financial modeling,economics,assessment,Simple,14,2025-06-29,Financial Modeling Assessment,6
35800030,web development,it,assessment,Complex,13,2025-09-20,Web Development Assessment,7
35800031,digital marketing,marketing,assessment,Simple,14,2024-12-24,Digital Marketing Assessment,4
35800032,cybersecurity,it,application,Complex,15,2024-12-25,Cybersecurity Application,11
35800033,portfolio management,economics,registration,Moderate,7,2025-08-29,Portfolio Management Registration,9
35800034,web development,it,registration,Complex,5,2025-03-05,Web Development Registration,12
35800035,brand management,marketing,assessment,Simple,7,2025-09-11,Brand Management Assessment,7
35800036,investment planning,economics,registration,Moderate,12,2025-04-08,Investment Planning Registration,10
35800037,market analysis,economics,assessment,Simple,10,2025-08-24,Market Analysis Assessment,10
35800038,digital marketing,marketing,application,Moderate,5,2025-06-07,Digital Marketing Application,6
35800039,cloud computing,it,application,Simple,12,2025-03-04,Cloud Computing Application,3
35800040,brand management,marketing,registration,Simple,11,2025-04-26,Brand Management Registration,10
35800041,market analysis,economics,application,Simple,13,2025-02-28,Market Analysis Application,9
35800042,web development,it,registration,Complex,13,2025-03-17,Web Development Registration,7
35800043,data science,it,application,Simple,5,2025-04-24,Data Science Application,4
35800044,machine learning,it,assessment,Moderate,8,2025-06-17,Machine Learning Assessment,6
35800045,cloud computing,it,application,Moderate,6,2025-09-02,Cloud Computing Application,4
35800046,web development,it,survey,Complex,8,2025-08-02,Web Development Survey,10
35800047,portfolio management,economics,assessment,Simple,15,2025-03-26,Portfolio Management Assessment,7
35800048,portfolio management,economics,registration,Moderate,7,2025-07-07,Portfolio Management Registration,5
35800049,brand management,marketing,application,Moderate,12,2024-11-11,Brand Management Application,12
35800050,social media,marketing,registration,Moderate,14,2025-08-23,Social Media Registration,3
