record_id,keyword,category,form_type,complexity,num_fields,created_date,form_title,estimated_time
11100001,market analysis,economics,assessment,Simple,13,2025-03-24,Market Analysis Assessment,7
11100002,data science,it,registration,Simple,7,2025-05-18,Data Science Registration,10
11100003,investment planning,economics,registration,Complex,10,2025-02-06,Investment Planning Registration,3
11100004,cybersecurity,it,survey,Simple,11,2024-11-10,Cybersecurity Survey,7
11100005,data science,it,application,Moderate,7,2025-01-18,Data Science Application,10
11100006,portfolio management,economics,registration,Complex,5,2024-11-14,Portfolio Management Registration,3
11100007,brand management,marketing,survey,Moderate,13,2025-04-02,Brand Management Survey,7
11100008,content marketing,marketing,application,Simple,12,2025-07-28,Content Marketing Application,3
11100009,digital marketing,marketing,assessment,Moderate,7,2025-05-21,Digital Marketing Assessment,11
11100010,digital marketing,marketing,survey,Moderate,14,2025-04-22,Digital Marketing Survey,5
11100011,cybersecurity,it,registration,Moderate,5,2025-01-24,Cybersecurity Registration,9
11100012,financial modeling,economics,survey,Moderate,13,2025-10-15,Financial Modeling Survey,12
11100013,digital marketing,marketing,assessment,Simple,10,2024-12-28,Digital Marketing Assessment,5
11100014,cybersecurity,it,registration,Simple,5,2025-10-20,Cybersecurity Registration,7
11100015,digital marketing,marketing,survey,Complex,7,2024-11-11,Digital Marketing Survey,8
11100016,content marketing,marketing,application,Moderate,9,2025-05-22,Content Marketing Application,9
11100017,content marketing,marketing,application,Simple,15,2025-10-03,Content Marketing Application,10
11100018,data science,it,survey,Simple,15,2025-01-19,Data Science Survey,10
11100019,brand management,marketing,survey,Simple,15,2025-05-20,Brand Management Survey,3
11100020,cloud computing,it,assessment,Moderate,12,2025-05-17,Cloud Computing Assessment,7
11100021,digital marketing,marketing,survey,Moderate,5,2025-10-16,Digital Marketing Survey,3
11100022,digital marketing,marketing,application,Simple,9,2025-02-09,Digital Marketing Application,4
11100023,social media,marketing,registration,Moderate,10,2025-02-06,Social Media Registration,10
11100024,web development,it,assessment,Simple,10,2025-04-05,Web Development Assessment,4
11100025,investment planning,economics,survey,Simple,5,2025-01-18,Investment Planning Survey,9
11100026,web development,it,assessment,Simple,12,2025-03-27,Web Development Assessment,5
11100027,machine learning,it,assessment,Complex,8,2025-04-07,Machine Learning Assessment,8
11100028,brand management,marketing,survey,Simple,5,2025-08-10,Brand Management Survey,10
11100029,web development,it,registration,Simple,14,2025-10-10,Web Development Registration,12
11100030,brand management,marketing,survey,Complex,10,2025-10-17,Brand Management Survey,4
11100031,web development,it,assessment,Simple,5,2025-04-26,Web Development Assessment,10
11100032,investment planning,economics,application,Moderate,6,2025-05-29,Investment Planning Application,6
11100033,financial modeling,economics,registration,Complex,6,2025-08-27,Financial Modeling Registration,11
11100034,market analysis,economics,registration,Complex,5,2025-05-05,Market Analysis Registration,5
11100035,machine learning,it,survey,Simple,15,2025-02-02,Machine Learning Survey,12
11100036,machine learning,it,survey,Moderate,6,2025-09-19,Machine Learning Survey,7
11100037,brand management,marketing,survey,Simple,5,2025-08-01,Brand Management Survey,9
11100038,brand management,marketing,registration,Simple,14,2025-08-25,Brand Management Registration,7
11100039,portfolio management,economics,application,Complex,11,2024-10-27,Portfolio Management Application,4
11100040,brand management,marketing,survey,Simple,5,2025-08-30,Brand Management Survey,3
11100041,financial modeling,economics,assessment,Simple,8,2025-05-19,Financial Modeling Assessment,10
11100042,investment planning,economics,registration,Complex,8,2024-11-25,Investment Planning Registration,8
11100043,portfolio management,economics,survey,Complex,13,2025-03-28,Portfolio Management Survey,12
11100044,digital marketing,marketing,application,Simple,5,2025-10-17,Digital Marketing Application,12
11100045,cloud computing,it,survey,Simple,11,2025-05-24,Cloud Computing Survey,6
11100046,social media,marketing,assessment,Simple,8,2025-07-05,Social Media Assessment,4
11100047,content marketing,marketing,survey,Moderate,13,2025-06-26,Content Marketing Survey,10
11100048,machine learning,it,registration,Simple,13,2025-03-14,Machine Learning Registration,7
