record_id,keyword,category,form_type,complexity,num_fields,created_date,form_title,estimated_time
36800001,portfolio management,economics,survey,Complex,6,2024-11-05,Portfolio Management Survey,8
36800002,financial modeling,economics,registration,Simple,6,2024-10-28,Financial Modeling Registration,7
36800003,market analysis,economics,registration,Moderate,14,2025-08-19,Market Analysis Registration,11
36800004,web development,it,application,Moderate,5,2025-02-21,Web Development Application,4
36800005,cloud computing,it,assessment,Simple,6,2025-02-01,Cloud Computing Assessment,6
36800006,data science,it,registration,Simple,9,2024-11-30,Data Science Registration,4
36800007,financial modeling,economics,application,Complex,12,2025-03-23,Financial Modeling Application,12
36800008,brand management,marketing,application,Simple,13,2025-07-14,Brand Management Application,7
36800009,machine learning,it,survey,Moderate,15,2025-09-01,Machine Learning Survey,3
36800010,data science,it,application,Simple,15,2025-01-15,Data Science Application,3
36800011,investment planning,economics,registration,Complex,12,2025-01-08,Investment Planning Registration,5
36800012,digital marketing,marketing,registration,Complex,13,2025-05-18,Digital Marketing Registration,6
36800013,financial modeling,economics,registration,Moderate,5,2025-01-18,Financial Modeling Registration,3
36800014,web development,it,assessment,Moderate,15,2025-08-29,Web Development Assessment,11
36800015,investment planning,economics,survey,Moderate,15,2024-11-21,Investment Planning Survey,10
36800016,web development,it,registration,Simple,13,2025-01-04,Web Development Registration,4
36800017,web development,it,registration,Moderate,5,2025-07-27,Web Development Registration,12
36800018,brand management,marketing,survey,Moderate,12,2025-04-05,Brand Management Survey,12
36800019,web development,it,application,Simple,10,2025-09-04,Web Development Application,4
36800020,data science,it,survey,Complex,6,2025-06-05,Data Science Survey,9
36800021,brand management,marketing,registration,Simple,5,2025-04-09,Brand Management Registration,9
36800022,brand management,marketing,registration,Complex,10,2024-10-28,Brand Management Registration,12
36800023,cloud computing,it,survey,Simple,9,2024-12-16,Cloud Computing Survey,11
36800024,social media,marketing,registration,Complex,12,2025-08-06,Social Media Registration,10
36800025,digital marketing,marketing,assessment,Complex,8,2025-03-11,Digital Marketing Assessment,3
36800026,data science,it,assessment,Complex,11,2025-05-20,Data Science Assessment,4
36800027,digital marketing,marketing,survey,Moderate,13,2024-11-17,Digital Marketing Survey,4
36800028,web development,it,survey,Simple,6,2025-10-01,Web Development Survey,10
36800029,financial modeling,economics,registration,Moderate,8,2025-01-01,Financial Modeling Registration,5
36800030,portfolio management,economics,registration,Moderate,6,2025-03-28,Portfolio Management Registration,11
36800031,web development,it,application,Moderate,10,2025-02-23,Web Development Application,4
36800032,digital marketing,marketing,assessment,Moderate,14,2025-03-27,Digital Marketing Assessment,8
36800033,cloud computing,it,assessment,Moderate,7,2025-07-03,Cloud Computing Assessment,4
36800034,machine learning,it,assessment,Moderate,11,2025-06-19,Machine Learning Assessment,9
36800035,brand management,marketing,registration,Simple,6,2025-09-13,Brand Management Registration,6
